codigo,recorte_id,experienciador,tipo_experienciador,tipo_emocion,tipo_emocion_justificacion,fuente,tipo_fuente,fuente_justificacion,foria,foria_justificacion,dominancia,dominancia_justificacion,intensidad,intensidad_justificacion
DISCURSO_048,DISCURSO_048_FR_023,Público general argentino,paradestinatario,Optimismo,El discurso transmite un tono optimista que puede inspirar optimismo en el público general.,la situación de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo se desencadena por la circunstancia de dejar atrás una página triste de la historia y emprender la escritura de una nueva, lo cual simboliza renovación y esperanza.",Eufórico,"El discurso expresa un tono optimista y positivo, con palabras como ""dando vuelta"", ""escribir una nueva"", y la idea de que las fuerzas reciben el respeto y reconocimiento que merecen. Estas expresiones reflejan alegría, entusiasmo y satisfacción, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de foria.",Cognoscitiva,"El discurso expresa optimismo principalmente a través de juicios y evaluaciones cognitivas: se habla de ""dar vuelta"" una página triste, de ""comenzar a escribir una nueva"" y de que las fuerzas merecen respeto y reconocimiento. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Alta,"El discurso emplea verbos activos y positivos como ""dando vuelta"" y ""comenzamos a escribir"", junto con la afirmación de que las fuerzas del público reciben ""respeto y reconocimiento"". La combinación de un giro de página triste a una nueva esperanzadora, junto con la promesa de reconocimiento, indica un tono optimista fuerte y claramente expresado, lo que sugiere una intensidad alta de la emoción."
DISCURSO_048,DISCURSO_048_FR_023,Público general argentino,paradestinatario,Orgullo,El reconocimiento de las fuerzas puede provocar orgullo en el público general.,el reconocimiento de las fuerzas,situacion,"El orgullo surge al percibir que las fuerzas reciben el respeto y reconocimiento que merecen, una situación de reconocimiento que valida su valor.",Eufórico,"El discurso expresa orgullo, reconocimiento y satisfacción ante la superación de una situación adversa, lo cual corresponde a una emoción de tono positivo y alegre. Según la ontología, la emoción de orgullo se clasifica como eufórica, ya que refleja entusiasmo y satisfacción.",Cognoscitiva,"El discurso expresa orgullo a través de juicios y evaluaciones sobre el reconocimiento y el respeto que merecen las fuerzas. No se menciona ninguna manifestación física o sensorial directa, por lo que la emoción se manifiesta principalmente en el ámbito cognitivo.",Baja,"El discurso expresa orgullo de manera moderada, sin adverbios intensificadores ni exclamaciones, simplemente afirmando la acción de dar vuelta a una página triste y el reconocimiento merecido, lo que indica una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_023,Público general argentino,paradestinatario,Satisfacción,El público puede sentir satisfacción al ver que las fuerzas reciben el respeto que merecen.,el reconocimiento y respeto que reciben nuestras fuerzas,situacion,"La satisfacción surge de la situación en la que las fuerzas reciben el respeto y reconocimiento que merecen, generando orgullo y contento en el público.",Eufórico,"La frase expresa una sensación de satisfacción y reconocimiento positivo hacia las fuerzas, lo cual corresponde a una emoción de tono positivo y alegría. Según la heurística, la satisfacción se clasifica como eufórica.",Cognoscitiva,"La emoción de satisfacción se manifiesta principalmente a través de juicios y evaluaciones positivas sobre el reconocimiento y respeto que reciben las fuerzas. El discurso enfatiza la valoración de un logro histórico y la percepción de que se merecen el respeto, lo cual indica una predominancia cognitiva sin indicios claros de manifestaciones corporales.",Alta,"El discurso utiliza verbos activos y afirmaciones positivas como ""dando vuelta"", ""comenzamos a escribir una nueva"" y la afirmación de que las fuerzas reciben ""el respeto y el reconocimiento que se merecen"", lo que indica una expresión fuerte de satisfacción. La combinación de un tono optimista y la referencia a un cambio histórico positivo sugiere una emoción intensamente expresada, por lo que se clasifica como alta intensidad."
DISCURSO_048,DISCURSO_048_FR_023,Sociedad,actor_colectivo,esperanza,El hecho de que el Gobierno esté dando vuelta la página triste y escribiendo una nueva genera esperanza en la sociedad.,el Gobierno,actor,"El Gobierno está dando vuelta la página triste y escribiendo una nueva, lo que provoca esperanza en la sociedad.",Eufórico,"El discurso expresa una expectativa positiva y optimista sobre el futuro, con palabras como ""dando vuelta"", ""escribiendo una nueva"" y la idea de que las fuerzas reciben el respeto y reconocimiento que merecen. Este tono de esperanza y entusiasmo se alinea con la definición de emoción eufórica, caracterizada por alegría, entusiasmo y satisfacción ante una perspectiva favorable.",Cognoscitiva,"La emoción de esperanza se expresa principalmente a través de juicios y evaluaciones sobre el futuro: la sociedad percibe que el Gobierno está ""dando vuelta la página triste"" y escribiendo una nueva, lo que genera una expectativa positiva y un reconocimiento de sus esfuerzos. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El discurso expresa esperanza de manera general y moderada, sin el uso de adverbios intensificadores ni verbos que sugieran una emoción extremadamente fuerte. La frase describe un cambio positivo y el reconocimiento de las fuerzas, pero lo hace con un tono calmado y esperanzador, lo que indica una intensidad baja de la emoción."
DISCURSO_048,DISCURSO_048_FR_024,Presidente Javier Milei,enunciador,esperanza,"El discurso sugiere una expectativa positiva sobre el futuro de la relación entre las fuerzas armadas y la política, lo que implica una esperanza potencial.",la reconciliación de las fuerzas armadas con la política,situacion,La esperanza surge de la expectativa positiva de que la reconciliación entre las fuerzas armadas y la política generará resultados favorables para el futuro.,Eufórico,"El discurso expresa una expectativa positiva y optimista sobre la relación entre las fuerzas armadas y la política, lo que indica un tono de esperanza y entusiasmo, característico de una emoción eufórica.",Cognoscitiva,"La frase expresa una expectativa positiva y una valoración favorable del futuro, sin indicios de manifestaciones físicas, lo que indica que la emoción de esperanza se manifiesta principalmente a nivel cognitivo.",Neutra/Ambivalente,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" expresa una expectativa positiva (esperanza) sobre el futuro de la relación entre las fuerzas armadas y la política, pero no contiene adverbios, verbos intensificadores ni un tono emocional fuerte que sugiera una emoción intensamente expresada. Por lo tanto, la intensidad de la emoción se considera neutra o ambivalente, ya que la esperanza se presenta de manera moderada y sin indicios de una carga emocional elevada."
DISCURSO_048,DISCURSO_048_FR_024,Presidente Javier Milei,enunciador,optimismo,"Al afirmar la reconciliación, el presidente proyecta una visión positiva y optimista de la situación, lo que se interpreta como optimismo potencial.",reconciliación de las fuerzas armadas con la política,situacion,"El optimismo del presidente surge de la percepción de que la reconciliación entre las fuerzas armadas y la política es un evento positivo que mejora la estabilidad y la gobernabilidad, generando una visión optimista.",Eufórico,"El discurso expresa una visión positiva y optimista al afirmar la reconciliación entre las fuerzas armadas y la política, lo que indica un tono de alegría, entusiasmo y satisfacción característico de una emoción eufórica.",Cognoscitiva,"El optimismo se manifiesta en la valoración positiva y la expectativa de mejora que el presidente expresa al afirmar que se están reconcilando las fuerzas armadas con la política. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se basa principalmente en juicios y evaluaciones cognitivas.",Baja,"El discurso menciona la reconciliación sin usar adverbios intensificadores ni expresiones emocionales fuertes; la afirmación es una declaración informativa y positiva, lo que sugiere una expresión de optimismo de intensidad baja."
DISCURSO_048,DISCURSO_048_FR_024,Presidente Javier Milei,enunciador,orgullo,"El enunciador declara que están reconcilando las fuerzas armadas con la política, una acción positiva que suele generar orgullo en quien la lleva a cabo.",reconciliación de las fuerzas armadas con la política,situacion,"El sentimiento de orgullo se origina en la acción de reconciliar las fuerzas armadas con la política, un evento positivo que el presidente percibe como logro y avance.",euforico,"La emoción identificada es orgullo, la cual se caracteriza por una sensación de satisfacción y logro. Este sentimiento positivo y de entusiasmo se alinea con la definición de eufórico, ya que implica alegría y satisfacción ante la acción de reconciliar las fuerzas armadas con la política.",Cognoscitiva,"El sentimiento de orgullo se manifiesta principalmente a través de juicios y evaluaciones internas sobre la acción de reconciliar las fuerzas armadas con la política. No se observan indicios de manifestaciones físicas o gestos que sugieran una dominancia corporal; la emoción se centra en la valoración positiva y el reconocimiento de un logro, lo que indica una dominancia cognoscitiva.",Baja,"El enunciado es una declaración directa y sin adverbios o intensificadores que aumenten la fuerza emocional. La expresión de orgullo se presenta de manera moderada, simplemente afirmando una acción positiva sin enfatizarla de forma exagerada, lo que sugiere una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_024,Presidente Javier Milei,enunciador,satisfacción,"La afirmación de que se está reconcilando indica que el presidente percibe el proceso como satisfactorio, reflejando una emoción de satisfacción.",el proceso de reconciliación de las fuerzas armadas con la política,situacion,"La satisfacción del presidente surge del hecho de que se está llevando a cabo la reconciliación entre las fuerzas armadas y la política, una situación que se percibe como positiva y satisfactoria.",euforico,"La emoción de satisfacción se interpreta como positiva, por lo que se clasifica como eufórico.",Cognoscitiva,"La frase expresa una valoración positiva y una percepción de logro por parte del presidente, lo que indica que la emoción de satisfacción se manifiesta principalmente a través de juicios y evaluaciones cognitivas, sin indicios de manifestaciones corporales explícitas en el contexto proporcionado.",Neutra/Ambivalente,"El discurso no contiene adverbios, adjetivos ni verbos que intensifiquen la emoción de satisfacción; la frase simplemente indica un proceso de reconciliación sin expresiones de júbilo extremo o de descontento. En ausencia de señales de intensidad, se infiere una emoción de satisfacción de carácter neutro o ambivalente."
DISCURSO_048,DISCURSO_048_FR_024,Oposición política (la casta política),contradestinatario,indignación,"La oposición percibe la reconciliación como una amenaza a su poder, generando indignación potencial.",reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe la reconciliación de las fuerzas armadas con la política como una amenaza a su poder, lo que desencadena su indignación.",Disfórico,"La indignación es una emoción negativa que expresa descontento y malestar ante una situación percibida como injusta o amenazante, por lo que se clasifica como disfórica según la tonalidad afectiva.",Cognoscitiva,"La indignación del contradestinatario se origina en la evaluación cognitiva de la reconciliación entre las fuerzas armadas y la política como una amenaza a su poder. No se menciona manifestación física ni sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" carece de adverbios, intensificadores o expresiones verbales que indiquen una emoción fuerte. La frase es una declaración informativa y, aunque el contexto sugiere que la oposición siente indignación, la expresión en sí no refleja una manifestación intensa de esa emoción. Por lo tanto, la intensidad se infiere como baja."
DISCURSO_048,DISCURSO_048_FR_024,Oposición política (la casta política),contradestinatario,miedo,"La oposición teme que la reconciliación cambie el equilibrio de poder, generando miedo potencial.",la reconciliación de las fuerzas armadas con la política,situacion,"El miedo del contradestinatario se origina en la situación de que las fuerzas armadas se están reconcilando con la política, lo cual amenaza con cambiar el equilibrio de poder y generar incertidumbre.",disforico,"La emoción identificada es miedo, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la oposición expresa temor ante el posible cambio de equilibrio de poder, lo que refuerza la naturaleza disfórica de la emoción.",Cognoscitiva,"El miedo expresado por el contradestinatario se fundamenta en la evaluación de una posible alteración del equilibrio de poder que la reconciliación entre las fuerzas armadas y la política podría provocar. No se mencionan manifestaciones físicas, sensaciones corporales ni gestos asociados; la preocupación se centra en juicios y evaluaciones sobre el futuro político. Por lo tanto, la dominancia de la emoción es cognoscitiva.",Alta,"El miedo expresado por la oposición ante la posible alteración del equilibrio de poder suele considerarse una emoción de alta intensidad. La frase en sí es neutral, pero el contexto indica una preocupación significativa, lo que sugiere una intensidad alta."
DISCURSO_048,DISCURSO_048_FR_024,Oposición política (la casta política),contradestinatario,resentimiento,"La oposición puede sentir resentimiento por la percepción de favoritismo hacia las fuerzas armadas, generando resentimiento potencial.",reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe que la reconciliación entre las fuerzas armadas y la política favorece a las fuerzas armadas, lo que genera resentimiento. El evento concreto que desencadena la emoción es la reconciliación de las fuerzas armadas con la política.",Disfórico,"La emoción identificada es resentimiento, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la frase sugiere una percepción de favoritismo hacia las fuerzas armadas, lo que provoca una reacción de descontento y hostilidad por parte de la oposición. Este sentimiento negativo se alinea con la definición de emoción disfórica, que implica una polaridad negativa y malestar.",Cognoscitiva,"El resentimiento del contradestinatario se origina principalmente en la evaluación cognitiva de una situación percibida como injusta: la reconciliación de las fuerzas armadas con la política se interpreta como favoritismo. No se presentan indicios de manifestaciones corporales (sensaciones físicas, gestos) en el contexto proporcionado, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El discurso no contiene adverbios, verbos intensos ni expresiones que indiquen una carga emocional fuerte; la frase es declarativa y neutral, por lo que la intensidad del resentimiento se infiere como baja."
DISCURSO_048,DISCURSO_048_FR_024,Público general argentino,paradestinatario,confianza,El anuncio puede generar confianza potencial en el público general hacia el gobierno.,el anuncio de la reconciliación de las fuerzas armadas con la política,situacion,El anuncio de que las fuerzas armadas se están reconcilando con la política constituye un evento concreto que puede generar confianza en el público general hacia el gobierno.,aforico,"La emoción de confianza es positiva pero no necesariamente eufórica; se interpreta como una emoción neutra en cuanto a polaridad, por lo que se clasifica como afórica.",Cognoscitiva,"La emoción de confianza se manifiesta principalmente a través de juicios, evaluaciones y pensamientos sobre la seguridad y la credibilidad del gobierno. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la frase, por lo que su dominancia es cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa y procesal sin adjetivos ni verbos que intensifiquen la emoción de confianza. No se emplean expresiones de entusiasmo, urgencia o pasión que sugieran una confianza fuerte; por tanto, la emoción identificada se percibe como leve o moderada, lo que corresponde a una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_024,Público general argentino,paradestinatario,seguridad,"El público general percibe la reconciliación como un signo de estabilidad, generando seguridad potencial.",reconciliación de las fuerzas armadas con la política,situacion,El acto de reconciliar las fuerzas armadas con la política constituye un evento externo que genera una sensación de estabilidad y seguridad en el público general.,Eufórico,"El sentimiento de seguridad se percibe como positivo y satisfactorio, generando una sensación de estabilidad y bienestar, lo que lo clasifica como eufórico.",Cognoscitiva,"El sentimiento de seguridad se manifiesta principalmente a través de juicios y evaluaciones sobre la estabilidad política. En el contexto del discurso, la frase indica que la reconciliación entre las fuerzas armadas y la política se percibe como un signo de estabilidad, lo que genera una sensación de seguridad basada en la valoración cognitiva de la situación. No se observan indicios de manifestaciones corporales (sensaciones físicas, gestos) asociados a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa sin adverbios, adjetivos ni verbos que intensifiquen la emoción de seguridad. No se percibe un tono apasionado ni una expresión fuerte; por lo tanto, la intensidad de la emoción identificada se considera baja."
DISCURSO_048,DISCURSO_048_FR_024,Partido político de Javier Milei y su base electoral,prodestinatario,esperanza,"El anuncio de reconciliación sugiere un futuro más estable, generando esperanza potencial en el partido y su base.",reconciliación de las fuerzas armadas con la política,situacion,"El anuncio de reconciliación sugiere un futuro más estable, generando esperanza potencial en el partido y su base.",Eufórico,"La expresión de esperanza se interpreta como tono positivo y optimista, lo que la clasifica como eufórico según la ontología.",Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre un futuro positivo. En el discurso se menciona la reconciliación de las fuerzas armadas con la política como un anuncio que sugiere estabilidad futura, lo cual genera una expectativa y valoración positiva en el partido y su base. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El discurso menciona la reconciliación de manera neutral, sin adverbios o verbos intensificados que indiquen una emoción fuerte. La expresión de esperanza se presenta como una expectativa futura sin énfasis dramático, lo que sugiere una intensidad baja."
DISCURSO_048,DISCURSO_048_FR_024,Partido político de Javier Milei y su base electoral,prodestinatario,orgullo,"La frase indica una acción de reconciliación que el partido percibe como logro político, generando orgullo potencial en su base.",reconciliación de las fuerzas armadas con la política,situacion,"La frase describe una acción concreta de reconciliación entre las fuerzas armadas y la política, un evento que genera orgullo en el partido.",Eufórico,"La emoción de orgullo se interpreta como positiva y satisfactoria, por lo que se clasifica como eufórica.",Cognoscitiva,"El orgullo se manifiesta principalmente a través de juicios y evaluaciones sobre el logro político de reconciliar las fuerzas armadas con la política. La frase refleja una valoración positiva de una acción percibida como un éxito, lo que indica una dominancia cognoscitiva.",Baja,"La frase ""estamos reconciliando las fuerzas armadas con la política"" es una declaración de acción sin adverbios, intensificadores ni expresiones de entusiasmo explícito. No se percibe un énfasis fuerte ni un tono exaltado que sugiera una emoción de gran intensidad. Por lo tanto, la emoción de orgullo que se infiere de esta frase se considera de intensidad baja."
DISCURSO_048,DISCURSO_048_FR_024,Partido político de Javier Milei y su base electoral,prodestinatario,seguridad,"La reconciliación con las fuerzas armadas puede percibirse como un paso hacia la estabilidad, generando seguridad potencial en el partido y su base.",reconciliación de las fuerzas armadas con la política,situacion,"La acción de reconciliar las fuerzas armadas con la política constituye un evento concreto que genera estabilidad y, por ende, una sensación de seguridad en el partido y su base.",aforico,"La emoción de seguridad se percibe como un estado positivo de estabilidad, pero no implica entusiasmo ni alegría intensa; por lo tanto, su tonalidad afectiva es neutra en cuanto a polaridad, clasificándola como afórico.",Cognoscitiva,"La emoción de seguridad se manifiesta principalmente a través de juicios y evaluaciones sobre la estabilidad y la reducción de riesgos que implica la reconciliación entre las fuerzas armadas y la política. No se observan indicios de manifestaciones físicas o sensaciones corporales en el discurso, lo que indica una dominancia cognoscitiva.",Baja,"El discurso presenta la reconciliación de las fuerzas armadas con la política como un hecho sin adverbios ni intensificadores que sugieran una emoción fuerte. La referencia a la seguridad se menciona de manera funcional y moderada, indicando una sensación de estabilidad percibida pero sin énfasis emocional intenso. Por lo tanto, la intensidad de la emoción de seguridad se infiere como baja."
DISCURSO_048,DISCURSO_048_FR_025,Oposición política (la casta política),contradestinatario,frustración,"La oposición puede sentir frustración al ver que el gobierno y el partido están reforzando su posición, sin incluirlos.",el gobierno,actor,"El gobierno, al acompañar y jerarquizar las tres fuerzas, refuerza su posición y excluye a la oposición, lo que provoca frustración en los miembros de la oposición política.",Disfórico,"La emoción de frustración implica malestar y una valoración negativa de la situación, por lo que se clasifica como disfórica según la tonalidad afectiva descrita en la ontología.",Cognoscitiva,"El discurso no menciona manifestaciones físicas ni gestos asociados a la frustración; la emoción se expresa principalmente a través de juicios y evaluaciones sobre la exclusión y la posición del gobierno frente a la oposición, lo que indica una dominancia cognitiva.",Baja,"El discurso no contiene expresiones intensas de frustración ni adverbios que aumenten la carga emocional; la frustración se infiere de la situación política descrita, lo que sugiere una emoción leve o sutil."
DISCURSO_048,DISCURSO_048_FR_025,Oposición política (la casta política),contradestinatario,indignación,"El discurso puede ser percibido como propaganda que favorece al partido, generando indignación potencial en la oposición.",el discurso del partido,objeto,"El discurso se percibe como propaganda que favorece al partido, generando indignación en la oposición.",Disfórico,"La frase expresa indignación, una emoción negativa que refleja descontento y malestar frente a la situación descrita. Según las heurísticas, las emociones de tono negativo se clasifican como disfórico, por lo que la FORIA correspondiente es Disfórico.",Cognoscitiva,"El discurso provoca indignación principalmente a través de juicios y evaluaciones críticas sobre la situación política y la supuesta propaganda partidista. No se describen manifestaciones físicas o sensaciones corporales, por lo que la emoción se manifiesta de forma cognoscitiva.",Alta,"El discurso utiliza un lenguaje cargado de propaganda y exaltación del gobierno, lo que, en el contexto de la oposición política, suele generar una indignación intensa. La referencia a un legado histórico y la promesa de jerarquizar las fuerzas sugiere una crítica directa a la oposición, lo que provoca una reacción emocional fuerte y no apenas sutil. Por lo tanto, la intensidad de la indignación se infiere como alta."
DISCURSO_048,DISCURSO_048_FR_025,Oposición política (la casta política),contradestinatario,resentimiento,"El discurso enfatiza la restauración del respeto y el reconocimiento mutuo, lo que puede generar resentimiento potencial en la oposición que percibe una exclusión.",el gobierno,actor,"El discurso presenta al gobierno como el actor que ofrece apoyo y jerarquiza las tres fuerzas, lo que provoca que la oposición perciba una exclusión y genere resentimiento.",Disfórico,"El sentimiento de resentimiento expresado en el discurso es de tono negativo, caracterizado por malestar y descontento ante la percepción de exclusión. Esta polaridad negativa corresponde a la categoría disfórica en la ontología de foria.",Cognoscitiva,"El discurso se centra en la percepción de exclusión y la valoración de la situación política, lo que implica juicios y evaluaciones mentales, sin indicios de manifestaciones físicas, por lo que la dominancia es cognoscitiva.",Baja,"El discurso utiliza un tono formal y no expresa directamente la emoción de resentimiento, sino que sugiere una exclusión percibida por la oposición, lo que indica una intensidad leve de resentimiento."
DISCURSO_048,DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,prodestinatario,confianza,"El discurso indica que el gobierno hará todo lo posible, lo que puede generar confianza potencial en la capacidad del gobierno.",el gobierno,actor,"El discurso menciona que el gobierno hará todo lo posible para acompañar y apoyar a la base electoral, lo cual actúa como fuente de la emoción de confianza.",Eufórico,"El discurso transmite un tono positivo y de apoyo, con expresiones que indican que el gobierno hará todo lo posible para respaldar a la audiencia. Este lenguaje de respaldo y seguridad genera una sensación de confianza y satisfacción, característicos de una emoción eufórica según la heurística de tonalidad afectiva.",Cognoscitiva,"El discurso expresa una evaluación de confianza en el gobierno, afirmando que ""hará todo lo que esté a su alcance"" y que los egresados contarán con su acompañamiento. No se mencionan sensaciones físicas ni gestos corporales, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones mentales, lo que indica una dominancia cognoscitiva.",Alta,"El discurso presenta una promesa fuerte y explícita de apoyo gubernamental, con frases como ""haciendo todo lo que esté a su alcance"" y ""los acompañará"", lo que indica un nivel elevado de confianza expresada hacia la audiencia."
DISCURSO_048,DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,prodestinatario,esperanza,"La promesa de acompañamiento y jerarquización de las fuerzas sugiere una visión futura positiva, generando esperanza potencial.",la promesa de acompañamiento y jerarquización de las fuerzas por parte del gobierno,situacion,"La esperanza surge de la expectativa de que el gobierno cumplirá con su promesa de acompañar y jerarquizar las tres fuerzas, lo cual constituye una situación futura que genera optimismo en la base electoral.",Eufórico,"El discurso expresa una expectativa positiva y optimista: la promesa de un gobierno que acompañará y jerarquizará las fuerzas, junto con la referencia a un legado histórico, genera un sentimiento de esperanza y satisfacción. No hay indicios de malestar ni neutralidad, por lo que la tonalidad afectiva se clasifica como eufórica.",Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro positivo que se promete, sin indicios de manifestaciones físicas o sensaciones corporales en el discurso.",Alta,"El discurso presenta una promesa concreta de acompañamiento y apoyo futuro, con frases como ""contarán con un gobierno que los acompañará y hará todo lo que esté a su alcance"" y la expectativa de ""algo inédito"". El uso de verbos de acción y la referencia a un legado positivo generan una expectativa de cambio favorable, lo que caracteriza una expresión de esperanza con fuerza y convicción, típica de una intensidad alta."
DISCURSO_048,DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,prodestinatario,orgullo,"El discurso resalta el apoyo del gobierno y el legado histórico, lo que puede generar orgullo potencial en el partido y su base al ver su visión respaldada.",gobierno,actor,"El orgullo se desencadena por la promesa del gobierno de acompañar y respaldar a la nueva generación, además de honrar el legado histórico, lo que constituye una acción concreta de un actor que genera la emoción.",Eufórico,"El discurso expresa orgullo y satisfacción al destacar el apoyo del gobierno, la oportunidad inédita para la nueva generación y el homenaje al legado histórico, lo que genera un tono positivo y entusiasta característico de una emoción eufórica.",Cognoscitiva,"El discurso enfatiza juicios y evaluaciones sobre el significado histórico y el legado político, resaltando la importancia de la nueva generación y el apoyo gubernamental. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la emoción de orgullo se manifiesta principalmente en el dominio cognitivo.",Baja,"El discurso expresa orgullo de manera moderada y respaldada por argumentos institucionales, sin recurrir a adjetivos o adverbios que intensifiquen la emoción. La referencia al legado y al acompañamiento del gobierno se presenta de forma afirmativa pero sin exageración, lo que indica una intensidad baja del sentimiento de orgullo."
DISCURSO_048,DISCURSO_048_FR_025,Presidente Javier Milei,enunciador,confianza,"El enunciador afirma que el gobierno hará todo lo que esté a su alcance para jerarquizar las fuerzas, lo que implica confianza en su capacidad y en el resultado.",el gobierno,actor,"El presidente expresa confianza en la capacidad del gobierno para acompañar y jerarquizar las fuerzas, lo que genera la emoción de confianza.",Eufórico,"El discurso expresa una confianza positiva y de seguridad en la capacidad del gobierno para cumplir con sus promesas, lo que se interpreta como una tonalidad afectiva de satisfacción y entusiasmo, característicos de la categoría eufórica.",Cognoscitiva,"El discurso expresa una evaluación de confianza en la capacidad del gobierno para apoyar y jerarquizar las fuerzas, lo que implica un juicio y una creencia interna. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la dominancia se ubica en el dominio cognoscitivo.",Alta,"El enunciador utiliza verbos de compromiso y afirmación (“haciendo todo lo que esté a su alcance”, “los acompañará”) y expresa una convicción firme sobre la capacidad del gobierno para respaldar y jerarquizar las fuerzas. La expresión de confianza es directa y contundente, lo que indica una intensidad alta de la emoción."
DISCURSO_048,DISCURSO_048_FR_025,Presidente Javier Milei,enunciador,determinación,"La frase ""hará todo lo que esté a su alcance"" expresa una actitud decidida y comprometida, caracterizando determinación.",el gobierno,actor,"La frase destaca que el gobierno acompañará y hará todo lo posible para jerarquizar las tres fuerzas, lo que constituye una promesa concreta y activa que impulsa la actitud de determinación del hablante.",Eufórico,"La expresión ""hará todo lo que esté a su alcance"" refleja una actitud decidida y comprometida, caracterizada por entusiasmo y una fuerte voluntad de lograr objetivos. Este tono positivo y de energía activa se alinea con la definición de eufórico, que engloba emociones de alegría, entusiasmo o satisfacción. En ausencia de indicios de malestar o neutralidad, la determinación se interpreta como una manifestación de eufórico.",cognoscitiva,"La frase ""hará todo lo que esté a su alcance"" refleja una actitud de compromiso y decisión basada en juicios y planes futuros, sin indicios de manifestaciones físicas o sensaciones corporales. Por lo tanto, la dominancia de la emoción de determinación se interpreta como cognoscitiva.",Alta,"La frase ""hará todo lo que esté a su alcance"" expresa un compromiso firme y decidido, caracterizando una actitud de determinación intensa. El uso de la expresión completa y la promesa de acción total refuerzan la fuerza del sentimiento, lo que indica una intensidad alta en el contexto del discurso político."
DISCURSO_048,DISCURSO_048_FR_025,Presidente Javier Milei,enunciador,esperanza,"El enunciador alude a que la nueva camada será testigo de algo inédito y que el gobierno acompañará a los egresados, lo que sugiere una esperanza positiva sobre el futuro.",el gobierno,actor,"El presidente Milei expresa esperanza al afirmar que los egresados contarán con un gobierno que los acompañará y hará todo lo posible, lo que constituye la fuente de la emoción.",Eufórico,"El discurso expresa una visión positiva y optimista sobre el futuro de la nueva camada de egresados, resaltando la presencia de un gobierno que los acompañará y hará todo lo posible para jerarquizar las fuerzas. El tono está cargado de esperanza, entusiasmo y confianza en un resultado favorable, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de tonalidad afectiva.",Cognoscitiva,"El discurso expresa una expectativa positiva sobre el futuro y una valoración favorable de las acciones que el gobierno realizará, lo que indica una evaluación mental y una proyección de resultados esperanzadores. No se mencionan sensaciones físicas ni gestos corporales, por lo que la emoción de esperanza se manifiesta principalmente en el dominio cognitivo.",Alta,"El discurso expresa una expectativa positiva y optimista sobre el futuro de la nueva camada de egresados, resaltando la inmediatez de un apoyo gubernamental y la posibilidad de experimentar algo inédito. El uso de expresiones como ""será testigo de algo inédito"" y ""contarán con un gobierno que los acompañará y hará todo lo que esté a su alcance"" indica una emoción de esperanza con fuerza y convicción, lo que sugiere una intensidad alta."
