foria,foria_justificacion,recorte_id,experienciador,tipo_emocion,dominancia,dominancia_justificacion,intensidad,intensidad_justificacion,fuente,tipo_fuente,fuente_justificacion
euforico,"El discurso expresa orgullo, reconocimiento y satisfacción, con un tono positivo y entusiasmo que indica una emoción eufórica.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Orgullo,Cognoscitiva,"El discurso de orgullo se centra en juicios y evaluaciones sobre el progreso y el reconocimiento de las fuerzas políticas: ""comenzamos a escribir una nueva"" y que ""tienen el respeto y el reconocimiento que se merecen"". No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción se manifiesta principalmente en el ámbito cognitivo.",Alta,"El discurso utiliza verbos activos y afirmaciones contundentes como ""dando vuelta"", ""comenzamos a escribir una nueva"" y la expresión de ""respeto y reconocimiento que se merecen"", lo que indica una manifestación fuerte de orgullo. La combinación de un tono celebratorio y la referencia a un cambio histórico refuerza la intensidad emocional, situándola en el rango de alta.",el respeto y el reconocimiento que se merecen,situacion,"La emoción de orgullo surge por la situación de que las fuerzas del partido están recibiendo el respeto y reconocimiento que consideran merecidos, lo cual constituye un evento externo que desencadena la emoción."
Eufórico,"La frase expresa una sensación de logro y reconocimiento, con términos positivos como ""respecto"", ""reconocimiento"" y la idea de ""escribir una nueva"" que implica optimismo y satisfacción. Estas características corresponden a una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Satisfacción,Cognoscitiva,"La frase expresa satisfacción a través de una valoración cognitiva: el reconocimiento y el respeto que merecen las fuerzas del partido. No se menciona ninguna manifestación física o sensorial, por lo que la emoción se manifiesta principalmente en juicios y evaluaciones mentales.",Alta,"El discurso expresa una satisfacción fuerte y activa al afirmar que están ""dando vuelta esta triste página"" y ""comenzamos a escribir una nueva"", lo que implica un cambio positivo y un reconocimiento de mérito. El uso de verbos en presente progresivo y la afirmación de que las fuerzas ""tienen el respeto y el reconocimiento que se merecen"" refuerza la idea de orgullo y satisfacción intensa, típica de un tono político de celebración. Por lo tanto, la intensidad de la emoción identificada se clasifica como alta.",el reconocimiento y respeto que reciben sus fuerzas,situacion,"La satisfacción se origina en la situación de que las fuerzas del partido obtienen el respeto y reconocimiento que merecen, lo cual constituye un evento positivo que desencadena la emoción."
euforico,"El discurso expresa un sentimiento de alivio al dejar atrás una ""triste página"" y comenzar a escribir una nueva con respeto y reconocimiento. La tonalidad es claramente positiva, con entusiasmo y satisfacción por el cambio, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de inferencia.",DISCURSO_048_FR_023,Presidente Javier Milei,Alivio,Cognoscitiva,"El discurso enfatiza la evaluación mental de superar una etapa triste y comenzar una nueva, sin mencionar manifestaciones físicas. La emoción de alivio se presenta principalmente como un juicio positivo sobre el cambio de situación, lo que indica dominancia cognoscitiva.",Alta,"El discurso emplea verbos decisivos como ""dando vuelta"" y ""comenzamos a escribir una nueva"", que indican una acción concreta y positiva para dejar atrás una ""triste página"". Esta expresión de alivio es fuerte y clara, lo que sugiere una intensidad alta de la emoción.",dar vuelta a la página triste de la historia,situacion,"El alivio surge al dejar atrás la tristeza de la página histórica y comenzar una nueva, lo que constituye una situación que alivia el sentimiento de tristeza."
Eufórico,"El enunciador muestra determinación al afirmar que están comenzando a escribir una nueva página, lo cual implica una actitud positiva y entusiasta hacia el futuro, caracterizando una emoción eufórica.",DISCURSO_048_FR_023,Presidente Javier Milei,Determinación,Cognoscitiva,"El enunciado muestra una intención y juicio de acción futura, sin indicios de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",Alta,"El enunciado expresa una firme resolución de cambiar la historia y afirmar que las fuerzas del hablante merecen respeto y reconocimiento, lo cual indica una determinación intensa y claramente manifestada.",la situación de dar vuelta la triste página de la historia y comenzar a escribir una nueva,situacion,"El sentimiento de determinación surge de la circunstancia concreta de superar una página triste de la historia y emprender la escritura de una nueva, lo cual constituye una situación que impulsa la emoción."
euforico,"El discurso expresa esperanza y optimismo al afirmar que están ""dando vuelta esta triste página"" y ""comenzamos a escribir una nueva"" con respeto y reconocimiento. La tonalidad es claramente positiva, llena de entusiasmo y satisfacción por el futuro, lo que corresponde a la categoría eufórica.",DISCURSO_048_FR_023,Presidente Javier Milei,Esperanza,cognoscitiva,"La frase expresa una expectativa positiva sobre el futuro y una valoración favorable de las acciones y resultados, lo que indica que la emoción de esperanza se manifiesta principalmente a través de juicios, evaluaciones y pensamientos, característicos de la dominancia cognoscitiva.",Baja,"El enunciado muestra esperanza al referirse a una nueva página y al reconocimiento de las fuerzas, pero no utiliza adverbios o verbos intensos; la expresión es optimista pero moderada, por lo que la intensidad se considera baja.",la nueva página que están escribiendo,objeto,"El sentimiento de esperanza surge al referirse a la creación de una nueva página de la historia, que simboliza un futuro mejor y la posibilidad de cambio positivo."
euforico,"El discurso expresa un tono positivo y esperanzador al afirmar que se está ""dando vuelta esta triste página"" y comenzando a escribir una nueva, donde las fuerzas reciben el respeto y reconocimiento que merecen. La referencia a un futuro mejor y la celebración de logros generan alegría y entusiasmo, características típicas de una emoción eufórica.",DISCURSO_048_FR_023,Presidente Javier Milei,Optimismo,Cognoscitiva,"El optimismo expresado en el discurso se basa principalmente en juicios y evaluaciones positivas sobre el futuro (“estamos dando vuelta esta triste página…comenzamos a escribir una nueva”), sin indicios de manifestaciones físicas o gestos. Por lo tanto, la dominancia de la emoción es cognoscitiva.",Alta,"El discurso emplea verbos activos y positivos como ""dando vuelta"" y ""comenzamos a escribir"", junto con la referencia a una nueva página y el reconocimiento de las fuerzas, lo que indica un optimismo fuerte y decidido. La ausencia de matices negativos o dudas refuerza la intensidad alta de la emoción.",la página de la historia,situacion,"El optimismo se desencadena por la situación de dar vuelta la triste página de la historia y comenzar a escribir una nueva, lo que representa un cambio positivo y esperanzador."
euforico,"El enunciado expresa orgullo y satisfacción al afirmar que sus fuerzas reciben el respeto y reconocimiento que merecen, lo cual refleja una tonalidad afectiva positiva y entusiasta, característica de la emoción eufórica.",DISCURSO_048_FR_023,Presidente Javier Milei,Orgullo,Cognoscitiva,"El enunciado expresa orgullo a través de juicios y evaluaciones sobre el respeto y reconocimiento que merecen las fuerzas, sin indicios de manifestaciones corporales, por lo que la dominancia es cognoscitiva.",Alta,"El enunciado emplea verbos activos y afirmaciones de logro (“estamos dando vuelta”, “comenzamos a escribir una nueva”) junto con la expresión de reconocimiento y merecimiento de sus fuerzas. El tono es afirmativo y celebratorio, típico de un orgullo con fuerza expresiva, lo que indica una intensidad alta.",el respeto y reconocimiento que reciben sus fuerzas,situacion,"El orgullo del presidente surge de la situación concreta en la que sus fuerzas obtienen el respeto y reconocimiento que consideran merecidos, lo cual constituye un evento externo que desencadena la emoción."
euforico,"El enunciado expresa una sensación de satisfacción y orgullo al afirmar que sus fuerzas reciben el respeto y reconocimiento que merecen, lo cual refleja un tono positivo y alegre, característico de una emoción eufórica.",DISCURSO_048_FR_023,Presidente Javier Milei,Satisfacción,Cognoscitiva,"La expresión de satisfacción se centra en la valoración y reconocimiento de un logro político: ""estamos dando vuelta esta triste página"" y ""nuestras fuerzas tienen el respeto y el reconocimiento que se merecen"". No se menciona ninguna manifestación física o sensorial, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",Alta,"El enunciado expresa una satisfacción fuerte y orgullosa al afirmar que sus fuerzas están recibiendo el respeto y reconocimiento que merecen, lo cual indica una emoción intensamente expresada dentro del contexto político y de cambio histórico.",el respeto y reconocimiento que reciben nuestras fuerzas,situacion,"El presidente siente satisfacción al afirmar que sus fuerzas están recibiendo el respeto y reconocimiento que merecen, lo cual constituye la situación que desencadena la emoción."
euforico,"La emoción identificada es esperanza, la cual se expresa mediante un tono positivo y optimista. El discurso habla de dar vuelta una página triste y comenzar a escribir una nueva, resaltando el respeto y reconocimiento que merecen las fuerzas. Este lenguaje de superación, reconocimiento y futuro mejorado se alinea con la categoría eufórica, caracterizada por la alegría, entusiasmo y satisfacción que acompañan a la esperanza.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Esperanza,Cognoscitiva,"El discurso expresa una expectativa positiva y una valoración futura de las fuerzas, centrado en la idea de un nuevo comienzo y reconocimiento. No se mencionan manifestaciones físicas ni sensaciones corporales, por lo que la emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones cognitivas.",Alta,"El discurso expresa un nuevo comienzo y la superación de una página triste, con verbos activos como ""dando vuelta"" y ""comenzamos a escribir"", y la afirmación de que las fuerzas reciben el respeto y reconocimiento que merecen. Estas expresiones de renovación y reconocimiento generan una sensación de esperanza fuerte y clara, lo que indica una intensidad alta de la emoción.",el acto de dar vuelta la triste página de la historia y comenzar a escribir una nueva,situacion,"La emoción de esperanza surge del contexto de un nuevo comienzo, donde se abandona una página triste y se inicia una nueva, lo que implica la posibilidad de que las fuerzas reciban el respeto y reconocimiento que merecen."
Eufórico,"El discurso expresa un tono optimista y positivo, con palabras como ""dando vuelta"", ""escribir una nueva"", y la idea de que las fuerzas reciben el respeto y reconocimiento que merecen. Estas expresiones reflejan alegría, entusiasmo y satisfacción, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de foria.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Optimismo,Cognoscitiva,"El discurso expresa optimismo principalmente a través de juicios y evaluaciones cognitivas: se habla de ""dar vuelta"" una página triste, de ""comenzar a escribir una nueva"" y de que las fuerzas merecen respeto y reconocimiento. No se mencionan manifestaciones físicas o sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Alta,"El discurso emplea verbos activos y positivos como ""dando vuelta"" y ""comenzamos a escribir"", junto con la afirmación de que las fuerzas del público reciben ""respeto y reconocimiento"". La combinación de un giro de página triste a una nueva esperanzadora, junto con la promesa de reconocimiento, indica un tono optimista fuerte y claramente expresado, lo que sugiere una intensidad alta de la emoción.",la situación de dar vuelta la página triste de la historia y comenzar a escribir una nueva,situacion,"El optimismo se desencadena por la circunstancia de dejar atrás una página triste de la historia y emprender la escritura de una nueva, lo cual simboliza renovación y esperanza."
Eufórico,"El discurso expresa orgullo, reconocimiento y satisfacción ante la superación de una situación adversa, lo cual corresponde a una emoción de tono positivo y alegre. Según la ontología, la emoción de orgullo se clasifica como eufórica, ya que refleja entusiasmo y satisfacción.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Orgullo,Cognoscitiva,"El discurso expresa orgullo a través de juicios y evaluaciones sobre el reconocimiento y el respeto que merecen las fuerzas. No se menciona ninguna manifestación física o sensorial directa, por lo que la emoción se manifiesta principalmente en el ámbito cognitivo.",Baja,"El discurso expresa orgullo de manera moderada, sin adverbios intensificadores ni exclamaciones, simplemente afirmando la acción de dar vuelta a una página triste y el reconocimiento merecido, lo que indica una intensidad baja.",el reconocimiento de las fuerzas,situacion,"El orgullo surge al percibir que las fuerzas reciben el respeto y reconocimiento que merecen, una situación de reconocimiento que valida su valor."
Eufórico,"La frase expresa una sensación de satisfacción y reconocimiento positivo hacia las fuerzas, lo cual corresponde a una emoción de tono positivo y alegría. Según la heurística, la satisfacción se clasifica como eufórica.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Satisfacción,Cognoscitiva,"La emoción de satisfacción se manifiesta principalmente a través de juicios y evaluaciones positivas sobre el reconocimiento y respeto que reciben las fuerzas. El discurso enfatiza la valoración de un logro histórico y la percepción de que se merecen el respeto, lo cual indica una predominancia cognitiva sin indicios claros de manifestaciones corporales.",Alta,"El discurso utiliza verbos activos y afirmaciones positivas como ""dando vuelta"", ""comenzamos a escribir una nueva"" y la afirmación de que las fuerzas reciben ""el respeto y el reconocimiento que se merecen"", lo que indica una expresión fuerte de satisfacción. La combinación de un tono optimista y la referencia a un cambio histórico positivo sugiere una emoción intensamente expresada, por lo que se clasifica como alta intensidad.",el reconocimiento y respeto que reciben nuestras fuerzas,situacion,"La satisfacción surge de la situación en la que las fuerzas reciben el respeto y reconocimiento que merecen, generando orgullo y contento en el público."
Eufórico,"El discurso expresa una expectativa positiva y optimista sobre la relación entre las fuerzas armadas y la política, lo que indica un tono de esperanza y entusiasmo, característico de una emoción eufórica.",DISCURSO_048_FR_024,Presidente Javier Milei,esperanza,Cognoscitiva,"La frase expresa una expectativa positiva y una valoración favorable del futuro, sin indicios de manifestaciones físicas, lo que indica que la emoción de esperanza se manifiesta principalmente a nivel cognitivo.",Neutra/Ambivalente,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" expresa una expectativa positiva (esperanza) sobre el futuro de la relación entre las fuerzas armadas y la política, pero no contiene adverbios, verbos intensificadores ni un tono emocional fuerte que sugiera una emoción intensamente expresada. Por lo tanto, la intensidad de la emoción se considera neutra o ambivalente, ya que la esperanza se presenta de manera moderada y sin indicios de una carga emocional elevada.",la reconciliación de las fuerzas armadas con la política,situacion,La esperanza surge de la expectativa positiva de que la reconciliación entre las fuerzas armadas y la política generará resultados favorables para el futuro.
Eufórico,"El discurso expresa una visión positiva y optimista al afirmar la reconciliación entre las fuerzas armadas y la política, lo que indica un tono de alegría, entusiasmo y satisfacción característico de una emoción eufórica.",DISCURSO_048_FR_024,Presidente Javier Milei,optimismo,Cognoscitiva,"El optimismo se manifiesta en la valoración positiva y la expectativa de mejora que el presidente expresa al afirmar que se están reconcilando las fuerzas armadas con la política. No se mencionan manifestaciones físicas ni gestos, por lo que la emoción se basa principalmente en juicios y evaluaciones cognitivas.",Baja,"El discurso menciona la reconciliación sin usar adverbios intensificadores ni expresiones emocionales fuertes; la afirmación es una declaración informativa y positiva, lo que sugiere una expresión de optimismo de intensidad baja.",reconciliación de las fuerzas armadas con la política,situacion,"El optimismo del presidente surge de la percepción de que la reconciliación entre las fuerzas armadas y la política es un evento positivo que mejora la estabilidad y la gobernabilidad, generando una visión optimista."
euforico,"La emoción identificada es orgullo, la cual se caracteriza por una sensación de satisfacción y logro. Este sentimiento positivo y de entusiasmo se alinea con la definición de eufórico, ya que implica alegría y satisfacción ante la acción de reconciliar las fuerzas armadas con la política.",DISCURSO_048_FR_024,Presidente Javier Milei,orgullo,Cognoscitiva,"El sentimiento de orgullo se manifiesta principalmente a través de juicios y evaluaciones internas sobre la acción de reconciliar las fuerzas armadas con la política. No se observan indicios de manifestaciones físicas o gestos que sugieran una dominancia corporal; la emoción se centra en la valoración positiva y el reconocimiento de un logro, lo que indica una dominancia cognoscitiva.",Baja,"El enunciado es una declaración directa y sin adverbios o intensificadores que aumenten la fuerza emocional. La expresión de orgullo se presenta de manera moderada, simplemente afirmando una acción positiva sin enfatizarla de forma exagerada, lo que sugiere una intensidad baja.",reconciliación de las fuerzas armadas con la política,situacion,"El sentimiento de orgullo se origina en la acción de reconciliar las fuerzas armadas con la política, un evento positivo que el presidente percibe como logro y avance."
euforico,"La emoción de satisfacción se interpreta como positiva, por lo que se clasifica como eufórico.",DISCURSO_048_FR_024,Presidente Javier Milei,satisfacción,Cognoscitiva,"La frase expresa una valoración positiva y una percepción de logro por parte del presidente, lo que indica que la emoción de satisfacción se manifiesta principalmente a través de juicios y evaluaciones cognitivas, sin indicios de manifestaciones corporales explícitas en el contexto proporcionado.",Neutra/Ambivalente,"El discurso no contiene adverbios, adjetivos ni verbos que intensifiquen la emoción de satisfacción; la frase simplemente indica un proceso de reconciliación sin expresiones de júbilo extremo o de descontento. En ausencia de señales de intensidad, se infiere una emoción de satisfacción de carácter neutro o ambivalente.",el proceso de reconciliación de las fuerzas armadas con la política,situacion,"La satisfacción del presidente surge del hecho de que se está llevando a cabo la reconciliación entre las fuerzas armadas y la política, una situación que se percibe como positiva y satisfactoria."
Disfórico,"La indignación es una emoción negativa que expresa descontento y malestar ante una situación percibida como injusta o amenazante, por lo que se clasifica como disfórica según la tonalidad afectiva.",DISCURSO_048_FR_024,contradestinatario,indignación,Cognoscitiva,"La indignación del contradestinatario se origina en la evaluación cognitiva de la reconciliación entre las fuerzas armadas y la política como una amenaza a su poder. No se menciona manifestación física ni sensaciones corporales, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" carece de adverbios, intensificadores o expresiones verbales que indiquen una emoción fuerte. La frase es una declaración informativa y, aunque el contexto sugiere que la oposición siente indignación, la expresión en sí no refleja una manifestación intensa de esa emoción. Por lo tanto, la intensidad se infiere como baja.",reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe la reconciliación de las fuerzas armadas con la política como una amenaza a su poder, lo que desencadena su indignación."
disforico,"La emoción identificada es miedo, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la oposición expresa temor ante el posible cambio de equilibrio de poder, lo que refuerza la naturaleza disfórica de la emoción.",DISCURSO_048_FR_024,contradestinatario,miedo,Cognoscitiva,"El miedo expresado por el contradestinatario se fundamenta en la evaluación de una posible alteración del equilibrio de poder que la reconciliación entre las fuerzas armadas y la política podría provocar. No se mencionan manifestaciones físicas, sensaciones corporales ni gestos asociados; la preocupación se centra en juicios y evaluaciones sobre el futuro político. Por lo tanto, la dominancia de la emoción es cognoscitiva.",Alta,"El miedo expresado por la oposición ante la posible alteración del equilibrio de poder suele considerarse una emoción de alta intensidad. La frase en sí es neutral, pero el contexto indica una preocupación significativa, lo que sugiere una intensidad alta.",la reconciliación de las fuerzas armadas con la política,situacion,"El miedo del contradestinatario se origina en la situación de que las fuerzas armadas se están reconcilando con la política, lo cual amenaza con cambiar el equilibrio de poder y generar incertidumbre."
Disfórico,"La emoción identificada es resentimiento, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la frase sugiere una percepción de favoritismo hacia las fuerzas armadas, lo que provoca una reacción de descontento y hostilidad por parte de la oposición. Este sentimiento negativo se alinea con la definición de emoción disfórica, que implica una polaridad negativa y malestar.",DISCURSO_048_FR_024,contradestinatario,resentimiento,Cognoscitiva,"El resentimiento del contradestinatario se origina principalmente en la evaluación cognitiva de una situación percibida como injusta: la reconciliación de las fuerzas armadas con la política se interpreta como favoritismo. No se presentan indicios de manifestaciones corporales (sensaciones físicas, gestos) en el contexto proporcionado, por lo que la dominancia se identifica como cognoscitiva.",Baja,"El discurso no contiene adverbios, verbos intensos ni expresiones que indiquen una carga emocional fuerte; la frase es declarativa y neutral, por lo que la intensidad del resentimiento se infiere como baja.",reconciliación de las fuerzas armadas con la política,situacion,"La oposición percibe que la reconciliación entre las fuerzas armadas y la política favorece a las fuerzas armadas, lo que genera resentimiento. El evento concreto que desencadena la emoción es la reconciliación de las fuerzas armadas con la política."
aforico,"La emoción de confianza es positiva pero no necesariamente eufórica; se interpreta como una emoción neutra en cuanto a polaridad, por lo que se clasifica como afórica.",DISCURSO_048_FR_024,paradestinatario,confianza,Cognoscitiva,"La emoción de confianza se manifiesta principalmente a través de juicios, evaluaciones y pensamientos sobre la seguridad y la credibilidad del gobierno. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la frase, por lo que su dominancia es cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa y procesal sin adjetivos ni verbos que intensifiquen la emoción de confianza. No se emplean expresiones de entusiasmo, urgencia o pasión que sugieran una confianza fuerte; por tanto, la emoción identificada se percibe como leve o moderada, lo que corresponde a una intensidad baja.",el anuncio de la reconciliación de las fuerzas armadas con la política,situacion,El anuncio de que las fuerzas armadas se están reconcilando con la política constituye un evento concreto que puede generar confianza en el público general hacia el gobierno.
Eufórico,"El sentimiento de seguridad se percibe como positivo y satisfactorio, generando una sensación de estabilidad y bienestar, lo que lo clasifica como eufórico.",DISCURSO_048_FR_024,paradestinatario,seguridad,Cognoscitiva,"El sentimiento de seguridad se manifiesta principalmente a través de juicios y evaluaciones sobre la estabilidad política. En el contexto del discurso, la frase indica que la reconciliación entre las fuerzas armadas y la política se percibe como un signo de estabilidad, lo que genera una sensación de seguridad basada en la valoración cognitiva de la situación. No se observan indicios de manifestaciones corporales (sensaciones físicas, gestos) asociados a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa sin adverbios, adjetivos ni verbos que intensifiquen la emoción de seguridad. No se percibe un tono apasionado ni una expresión fuerte; por lo tanto, la intensidad de la emoción identificada se considera baja.",reconciliación de las fuerzas armadas con la política,situacion,El acto de reconciliar las fuerzas armadas con la política constituye un evento externo que genera una sensación de estabilidad y seguridad en el público general.
Eufórico,"La expresión de esperanza se interpreta como tono positivo y optimista, lo que la clasifica como eufórico según la ontología.",DISCURSO_048_FR_024,prodestinatario,esperanza,Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre un futuro positivo. En el discurso se menciona la reconciliación de las fuerzas armadas con la política como un anuncio que sugiere estabilidad futura, lo cual genera una expectativa y valoración positiva en el partido y su base. No se observan indicios de manifestaciones físicas o sensaciones corporales asociadas a la emoción, por lo que la dominancia se clasifica como cognoscitiva.",Baja,"El discurso menciona la reconciliación de manera neutral, sin adverbios o verbos intensificados que indiquen una emoción fuerte. La expresión de esperanza se presenta como una expectativa futura sin énfasis dramático, lo que sugiere una intensidad baja.",reconciliación de las fuerzas armadas con la política,situacion,"El anuncio de reconciliación sugiere un futuro más estable, generando esperanza potencial en el partido y su base."
Eufórico,"La emoción de orgullo se interpreta como positiva y satisfactoria, por lo que se clasifica como eufórica.",DISCURSO_048_FR_024,prodestinatario,orgullo,Cognoscitiva,"El orgullo se manifiesta principalmente a través de juicios y evaluaciones sobre el logro político de reconciliar las fuerzas armadas con la política. La frase refleja una valoración positiva de una acción percibida como un éxito, lo que indica una dominancia cognoscitiva.",Baja,"La frase ""estamos reconciliando las fuerzas armadas con la política"" es una declaración de acción sin adverbios, intensificadores ni expresiones de entusiasmo explícito. No se percibe un énfasis fuerte ni un tono exaltado que sugiera una emoción de gran intensidad. Por lo tanto, la emoción de orgullo que se infiere de esta frase se considera de intensidad baja.",reconciliación de las fuerzas armadas con la política,situacion,"La frase describe una acción concreta de reconciliación entre las fuerzas armadas y la política, un evento que genera orgullo en el partido."
aforico,"La emoción de seguridad se percibe como un estado positivo de estabilidad, pero no implica entusiasmo ni alegría intensa; por lo tanto, su tonalidad afectiva es neutra en cuanto a polaridad, clasificándola como afórico.",DISCURSO_048_FR_024,prodestinatario,seguridad,Cognoscitiva,"La emoción de seguridad se manifiesta principalmente a través de juicios y evaluaciones sobre la estabilidad y la reducción de riesgos que implica la reconciliación entre las fuerzas armadas y la política. No se observan indicios de manifestaciones físicas o sensaciones corporales en el discurso, lo que indica una dominancia cognoscitiva.",Baja,"El discurso presenta la reconciliación de las fuerzas armadas con la política como un hecho sin adverbios ni intensificadores que sugieran una emoción fuerte. La referencia a la seguridad se menciona de manera funcional y moderada, indicando una sensación de estabilidad percibida pero sin énfasis emocional intenso. Por lo tanto, la intensidad de la emoción de seguridad se infiere como baja.",reconciliación de las fuerzas armadas con la política,situacion,"La acción de reconciliar las fuerzas armadas con la política constituye un evento concreto que genera estabilidad y, por ende, una sensación de seguridad en el partido y su base."
Disfórico,"La emoción de frustración implica malestar y una valoración negativa de la situación, por lo que se clasifica como disfórica según la tonalidad afectiva descrita en la ontología.",DISCURSO_048_FR_025,Oposición política (la casta política),frustración,Cognoscitiva,"El discurso no menciona manifestaciones físicas ni gestos asociados a la frustración; la emoción se expresa principalmente a través de juicios y evaluaciones sobre la exclusión y la posición del gobierno frente a la oposición, lo que indica una dominancia cognitiva.",Baja,"El discurso no contiene expresiones intensas de frustración ni adverbios que aumenten la carga emocional; la frustración se infiere de la situación política descrita, lo que sugiere una emoción leve o sutil.",el gobierno,actor,"El gobierno, al acompañar y jerarquizar las tres fuerzas, refuerza su posición y excluye a la oposición, lo que provoca frustración en los miembros de la oposición política."
Disfórico,"La frase expresa indignación, una emoción negativa que refleja descontento y malestar frente a la situación descrita. Según las heurísticas, las emociones de tono negativo se clasifican como disfórico, por lo que la FORIA correspondiente es Disfórico.",DISCURSO_048_FR_025,Oposición política (la casta política),indignación,Cognoscitiva,"El discurso provoca indignación principalmente a través de juicios y evaluaciones críticas sobre la situación política y la supuesta propaganda partidista. No se describen manifestaciones físicas o sensaciones corporales, por lo que la emoción se manifiesta de forma cognoscitiva.",Alta,"El discurso utiliza un lenguaje cargado de propaganda y exaltación del gobierno, lo que, en el contexto de la oposición política, suele generar una indignación intensa. La referencia a un legado histórico y la promesa de jerarquizar las fuerzas sugiere una crítica directa a la oposición, lo que provoca una reacción emocional fuerte y no apenas sutil. Por lo tanto, la intensidad de la indignación se infiere como alta.",el discurso del partido,objeto,"El discurso se percibe como propaganda que favorece al partido, generando indignación en la oposición."
Disfórico,"El sentimiento de resentimiento expresado en el discurso es de tono negativo, caracterizado por malestar y descontento ante la percepción de exclusión. Esta polaridad negativa corresponde a la categoría disfórica en la ontología de foria.",DISCURSO_048_FR_025,Oposición política (la casta política),resentimiento,Cognoscitiva,"El discurso se centra en la percepción de exclusión y la valoración de la situación política, lo que implica juicios y evaluaciones mentales, sin indicios de manifestaciones físicas, por lo que la dominancia es cognoscitiva.",Baja,"El discurso utiliza un tono formal y no expresa directamente la emoción de resentimiento, sino que sugiere una exclusión percibida por la oposición, lo que indica una intensidad leve de resentimiento.",el gobierno,actor,"El discurso presenta al gobierno como el actor que ofrece apoyo y jerarquiza las tres fuerzas, lo que provoca que la oposición perciba una exclusión y genere resentimiento."
Eufórico,"El discurso transmite un tono positivo y de apoyo, con expresiones que indican que el gobierno hará todo lo posible para respaldar a la audiencia. Este lenguaje de respaldo y seguridad genera una sensación de confianza y satisfacción, característicos de una emoción eufórica según la heurística de tonalidad afectiva.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,confianza,Cognoscitiva,"El discurso expresa una evaluación de confianza en el gobierno, afirmando que ""hará todo lo que esté a su alcance"" y que los egresados contarán con su acompañamiento. No se mencionan sensaciones físicas ni gestos corporales, por lo que la emoción se manifiesta principalmente a través de juicios y evaluaciones mentales, lo que indica una dominancia cognoscitiva.",Alta,"El discurso presenta una promesa fuerte y explícita de apoyo gubernamental, con frases como ""haciendo todo lo que esté a su alcance"" y ""los acompañará"", lo que indica un nivel elevado de confianza expresada hacia la audiencia.",el gobierno,actor,"El discurso menciona que el gobierno hará todo lo posible para acompañar y apoyar a la base electoral, lo cual actúa como fuente de la emoción de confianza."
Eufórico,"El discurso expresa una expectativa positiva y optimista: la promesa de un gobierno que acompañará y jerarquizará las fuerzas, junto con la referencia a un legado histórico, genera un sentimiento de esperanza y satisfacción. No hay indicios de malestar ni neutralidad, por lo que la tonalidad afectiva se clasifica como eufórica.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,esperanza,Cognoscitiva,"La emoción de esperanza se manifiesta principalmente a través de juicios y evaluaciones sobre el futuro positivo que se promete, sin indicios de manifestaciones físicas o sensaciones corporales en el discurso.",Alta,"El discurso presenta una promesa concreta de acompañamiento y apoyo futuro, con frases como ""contarán con un gobierno que los acompañará y hará todo lo que esté a su alcance"" y la expectativa de ""algo inédito"". El uso de verbos de acción y la referencia a un legado positivo generan una expectativa de cambio favorable, lo que caracteriza una expresión de esperanza con fuerza y convicción, típica de una intensidad alta.",la promesa de acompañamiento y jerarquización de las fuerzas por parte del gobierno,situacion,"La esperanza surge de la expectativa de que el gobierno cumplirá con su promesa de acompañar y jerarquizar las tres fuerzas, lo cual constituye una situación futura que genera optimismo en la base electoral."
