foria,justificacion,recorte_id,experienciador,tipo_emocion
Disfórico,"La emoción identificada es ira, la cual se caracteriza por un tono negativo y de malestar. El discurso expresa indignación y crítica hacia quienes desprestigian las fuerzas, lo que indica una polaridad claramente desfavorable. Por lo tanto, la FORIA correspondiente es Disfórico.",DISCURSO_048_FR_021,Público general argentino,Ira
Disfórico,"La frase expresa una pérdida de años valiosos y la crítica a quienes desprestigian las fuerzas, generando un sentimiento de frustración, que es una emoción negativa y de malestar. Según las heurísticas, la tonalidad afectiva es claramente desfavorable, por lo que el carácter fórico se clasifica como Disfórico.",DISCURSO_048_FR_021,Público general argentino,Frustración
Disfórico,"La frase expresa una pérdida de desarrollo y una crítica a quienes, en lugar de apoyar, desprestigian las fuerzas, lo que genera un sentimiento de desilusión y malestar, característico de una emoción negativa.",DISCURSO_048_FR_021,Público general argentino,Desilusión
euforico,"El alivio expresado por la frase ""por suerte"" indica una sensación de satisfacción y alivio ante la ausencia de un resultado negativo, lo que corresponde a un tono positivo y alegre, característico de la emoción eufórica.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),alivio
euforico,"La emoción identificada es orgullo, la cual se expresa con un tono positivo y celebratorio al afirmar que el afecto persistente hacia las fuerzas armadas permanece intacto. Este sentimiento de satisfacción y afirmación de valores propios del partido se alinea con la categoría eufórica, caracterizada por alegría, entusiasmo y satisfacción.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Eufórico,"La emoción de satisfacción expresada en la frase refleja un tono positivo y de alivio, indicando que el público se siente complacido al saber que el afecto hacia las fuerzas armadas persiste. Este sentimiento de alivio y contento corresponde a la categoría eufórica, ya que implica alegría o satisfacción ante la situación favorable.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
Eufórico,"El mensaje transmite una sensación de alivio y seguridad al afirmar que el afecto persistente de la sociedad por las fuerzas armadas no ha sido destruido. Esta afirmación genera una respuesta positiva y de satisfacción, caracterizando la emoción de reconfort como eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),reconfort
euforico,"La emoción de esperanza se interpreta como positiva, con tono de optimismo y satisfacción ante la preservación del afecto, lo que la clasifica como eufórica.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),esperanza
euforico,"El sentimiento de orgullo expresado en el discurso es claramente positivo, reflejando satisfacción y alegría ante la preservación del afecto de la sociedad hacia las fuerzas armadas. La frase utiliza expresiones de alivio (“por suerte”) y valoración (“lo más valioso”), lo que indica una tonalidad afectiva eufórica. ",DISCURSO_048_FR_022,Público general argentino (paradestinatario),orgullo
Disfórico,"La emoción de decepción se caracteriza por un tono negativo, reflejando frustración y descontento ante el fracaso de un objetivo. En el contexto del discurso, el hecho de que la oposición no haya logrado destruir el afecto genera una sensación de desilusión y malestar, lo cual encaja con la categoría disfórica.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),decepción
Disfórico,"La emoción identificada es frustración, la cual se caracteriza por un sentimiento negativo de bloqueo o insatisfacción ante la imposibilidad de alcanzar una meta. En el contexto del discurso, la oposición política no logró destruir el afecto de la sociedad por las fuerzas armadas, lo que genera una sensación de frustración. Dado que la frustración es una emoción negativa, su carácter fórico se clasifica como Disfórico.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),frustración
disforico,"La emoción identificada es vergüenza, la cual se caracteriza por un tono negativo y de malestar. El contexto indica que el fracaso de la oposición genera una pérdida de credibilidad ante la sociedad, lo que refuerza la valoración negativa de la situación. Por lo tanto, la foria correspondiente es disfórica.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),vergüenza
euforico,"El discurso expresa orgullo, reconocimiento y satisfacción, con un tono positivo y entusiasmo que indica una emoción eufórica.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Orgullo
euforico,"El discurso expresa optimismo y expectativa de un futuro mejor, con palabras que evocan alegría y satisfacción, lo que indica un tono positivo y eufórico.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Esperanza
euforico,"El discurso expresa un tono claramente positivo y esperanzador, con palabras como ""dando vuelta"", ""escribimos una nueva"", y la idea de que las fuerzas del partido reciben ""respeto y reconocimiento"". Estas expresiones reflejan alegría, entusiasmo y satisfacción, lo que corresponde a la categoría eufórica según la ontología y las heurísticas proporcionadas.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Optimismo
Eufórico,"La frase expresa una sensación de logro y reconocimiento, con términos positivos como ""respecto"", ""reconocimiento"" y la idea de ""escribir una nueva"" que implica optimismo y satisfacción. Estas características corresponden a una emoción de tono positivo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Satisfacción
euforico,"La emoción identificada es esperanza, la cual se expresa mediante un tono positivo y optimista. El discurso habla de dar vuelta una página triste y comenzar a escribir una nueva, resaltando el respeto y reconocimiento que merecen las fuerzas. Este lenguaje de superación, reconocimiento y futuro mejorado se alinea con la categoría eufórica, caracterizada por la alegría, entusiasmo y satisfacción que acompañan a la esperanza.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Esperanza
Eufórico,"El discurso expresa un tono optimista y positivo, con palabras como ""dando vuelta"", ""escribir una nueva"", y la idea de que las fuerzas reciben el respeto y reconocimiento que merecen. Estas expresiones reflejan alegría, entusiasmo y satisfacción, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de foria.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Optimismo
Eufórico,"El discurso expresa orgullo, reconocimiento y satisfacción ante la superación de una situación adversa, lo cual corresponde a una emoción de tono positivo y alegre. Según la ontología, la emoción de orgullo se clasifica como eufórica, ya que refleja entusiasmo y satisfacción.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Orgullo
Eufórico,"La frase expresa una sensación de satisfacción y reconocimiento positivo hacia las fuerzas, lo cual corresponde a una emoción de tono positivo y alegría. Según la heurística, la satisfacción se clasifica como eufórica.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Satisfacción
disforico,"La emoción de indignación expresa descontento y malestar ante la injusticia percibida, lo que la coloca en la categoría de tono negativo o disfórico según la ontología y las heurísticas de inferencia de foria.",DISCURSO_048_FR_023,Oposición política (la casta política) (tipo: contradestinatario),Indignación
Eufórico,"La emoción de orgullo se interpreta como positiva y satisfactoria, por lo que se clasifica como eufórica.",DISCURSO_048_FR_024,prodestinatario,orgullo
Eufórico,"La expresión de esperanza se interpreta como tono positivo y optimista, lo que la clasifica como eufórico según la ontología.",DISCURSO_048_FR_024,prodestinatario,esperanza
aforico,"La emoción de seguridad se percibe como un estado positivo de estabilidad, pero no implica entusiasmo ni alegría intensa; por lo tanto, su tonalidad afectiva es neutra en cuanto a polaridad, clasificándola como afórico.",DISCURSO_048_FR_024,prodestinatario,seguridad
Eufórico,"El sentimiento de seguridad se percibe como positivo y satisfactorio, generando una sensación de estabilidad y bienestar, lo que lo clasifica como eufórico.",DISCURSO_048_FR_024,paradestinatario,seguridad
aforico,"La emoción de confianza es positiva pero no necesariamente eufórica; se interpreta como una emoción neutra en cuanto a polaridad, por lo que se clasifica como afórica.",DISCURSO_048_FR_024,paradestinatario,confianza
Disfórico,"La indignación es una emoción negativa que expresa descontento y malestar ante una situación percibida como injusta o amenazante, por lo que se clasifica como disfórica según la tonalidad afectiva.",DISCURSO_048_FR_024,contradestinatario,indignación
disforico,"La emoción identificada es miedo, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la oposición expresa temor ante el posible cambio de equilibrio de poder, lo que refuerza la naturaleza disfórica de la emoción.",DISCURSO_048_FR_024,contradestinatario,miedo
Disfórico,"La emoción identificada es resentimiento, la cual se caracteriza por un tono negativo y de malestar. En el contexto del discurso, la frase sugiere una percepción de favoritismo hacia las fuerzas armadas, lo que provoca una reacción de descontento y hostilidad por parte de la oposición. Este sentimiento negativo se alinea con la definición de emoción disfórica, que implica una polaridad negativa y malestar.",DISCURSO_048_FR_024,contradestinatario,resentimiento
Eufórico,"El discurso expresa orgullo y satisfacción al destacar el apoyo del gobierno, la oportunidad inédita para la nueva generación y el homenaje al legado histórico, lo que genera un tono positivo y entusiasta característico de una emoción eufórica.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,orgullo
Eufórico,"El discurso expresa una expectativa positiva y optimista: la promesa de un gobierno que acompañará y jerarquizará las fuerzas, junto con la referencia a un legado histórico, genera un sentimiento de esperanza y satisfacción. No hay indicios de malestar ni neutralidad, por lo que la tonalidad afectiva se clasifica como eufórica.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,esperanza
Eufórico,"El discurso transmite un tono positivo y de apoyo, con expresiones que indican que el gobierno hará todo lo posible para respaldar a la audiencia. Este lenguaje de respaldo y seguridad genera una sensación de confianza y satisfacción, característicos de una emoción eufórica según la heurística de tonalidad afectiva.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,confianza
euforico,"El discurso transmite optimismo y apoyo, resaltando la esperanza de que el nuevo grupo de egresados contará con un gobierno que los acompañará y honrará el legado histórico. Este tono positivo, de expectativa y satisfacción, corresponde a la categoría eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_025,Público general argentino,esperanza
Eufórico,"El reconocimiento del legado de Roca y San Martín genera orgullo nacional, una emoción positiva y de satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_025,Público general argentino,orgullo
Eufórico,"La expresión de confianza y el compromiso del gobierno generan una tonalidad positiva y de satisfacción, caracterizando la emoción como eufórica.",DISCURSO_048_FR_025,Público general argentino,confianza
Disfórico,"El sentimiento de resentimiento expresado en el discurso es de tono negativo, caracterizado por malestar y descontento ante la percepción de exclusión. Esta polaridad negativa corresponde a la categoría disfórica en la ontología de foria.",DISCURSO_048_FR_025,Oposición política (la casta política),resentimiento
Disfórico,"La emoción de frustración implica malestar y una valoración negativa de la situación, por lo que se clasifica como disfórica según la tonalidad afectiva descrita en la ontología.",DISCURSO_048_FR_025,Oposición política (la casta política),frustración
Disfórico,"La frase expresa indignación, una emoción negativa que refleja descontento y malestar frente a la situación descrita. Según las heurísticas, las emociones de tono negativo se clasifican como disfórico, por lo que la FORIA correspondiente es Disfórico.",DISCURSO_048_FR_025,Oposición política (la casta política),indignación
Eufórico,"El discurso expresa orgullo, una emoción positiva que se asocia con satisfacción y entusiasmo. La frase destaca la necesidad de actuar con coraje y responsabilidad ante los desafíos nacionales, lo que genera un sentimiento de orgullo y orgullo en el partido y su base electoral, caracterizando así un tono eufórico.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,orgullo
Eufórico,"La frase presenta un llamado motivacional con tono positivo, enfatizando coraje, decisión y responsabilidad. Este énfasis en la acción y el ánimo para enfrentar desafíos indica una emoción de ánimo y entusiasmo, caracterizada como eufórica.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,motivación
Eufórico,"El discurso busca motivar y alentar al público a asumir su papel con coraje, decisión y responsabilidad, transmitiendo entusiasmo y esperanza. Estas características corresponden a una emoción de tono positivo y motivador, por lo que se clasifica como eufórico.",DISCURSO_048_FR_026,Público general argentino,inspiración
aforico,"La emoción de responsabilidad se percibe como una obligación o deber, sin connotación positiva ni negativa clara; por tanto, se clasifica como afórico.",DISCURSO_048_FR_026,Público general argentino,responsabilidad
Disfórico,"La frase ""exigirá como nunca antes"" y la referencia a desafíos que exigen preparación y responsabilidad generan una sensación de presión y tensión, lo cual se interpreta como una emoción negativa o de malestar, caracterizando una emoción disfórica.",DISCURSO_048_FR_026,Público general argentino,presión
Disfórico,"La emoción de indignación se caracteriza por un tono negativo, expresando descontento, frustración y una sensación de injusticia ante las exigencias percibidas como una sobreposición de poder. Este sentimiento de malestar y rechazo a la situación hace que la indignación se clasifique como disfórica según la ontología de foria.",DISCURSO_048_FR_026,Oposición política (la casta política),indignación
disforico,"La emoción de frustración, caracterizada por la insatisfacción y el malestar ante la imposición de nuevas demandas y la falta de espacio para la crítica, presenta un tono negativo y de malestar. Según las heurísticas de foria, las emociones negativas o de malestar se clasifican como disfórico, por lo que la frustración identificada en este discurso corresponde a la categoría ""disforico"".",DISCURSO_048_FR_026,Oposición política (la casta política),frustración
euforico,"El orgullo expresado al recordar la batalla de Caseros, símbolo de valor nacional, genera una tonalidad positiva y de satisfacción, caracterizando la emoción como eufórica.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
aforico,"La emoción de reverencia se caracteriza por un tono de respeto y admiración hacia un sitio histórico, sin expresar alegría o entusiasmo (eufórico) ni malestar (disfórico). No presenta una mezcla de tonalidades positivas y negativas, por lo que se clasifica como afórico, neutro en cuanto a polaridad emocional.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),reverencia
Ambifórico,"La nostalgia suele combinar sentimientos positivos de recuerdo y valoración del pasado con una sensación de pérdida o anhelo, lo que la coloca en una posición ambivalente. En el discurso se menciona la batalla de Caseros de hace 172 años, evocando tanto orgullo histórico como melancolía por lo que ya no está, lo que indica una mezcla de tonalidades positiva y negativa.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),nostalgia
Eufórico,"El discurso evoca un sentimiento de orgullo nacional al recordar la batalla de Caseros, un hito histórico que genera alegría y satisfacción en la audiencia. La referencia a un logro pasado y la celebración de la identidad argentina se alinean con la tonalidad positiva y entusiasta caracterizada por la emoción eufórica.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),orgullo
aforico,"La emoción de reverencia expresa un respeto solemne y admisión hacia un sitio histórico, sin la tonalidad de alegría intensa ni de malestar. Se trata de una valoración positiva pero neutra en cuanto a intensidad emocional, por lo que se clasifica como afórico.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),reverencia
Ambifórico,"La nostalgia suele combinar sentimientos de añoranza y melancolía con recuerdos positivos del pasado, generando una tonalidad emocional mixta que incluye tanto elementos positivos (la valoración del recuerdo) como negativos (el dolor de la pérdida). Por ello se clasifica como ambifórico.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),nostalgia
disforico,"La indignación es una emoción negativa que se manifiesta como malestar y desagrado ante una situación percibida como injusta o amenazante. En este caso, la oposición política siente indignación al percibir la postura del discurso como una amenaza a su posición, lo que indica un tono disfórico.",DISCURSO_048_FR_027,Oposición política (la casta política) (contradestinatario),indignación
euforico,"El discurso alogia a los camaradas de armas y los llama a estar a la altura de un llamado histórico, generando orgullo, una emoción positiva y de satisfacción. La tonalidad afectiva es de entusiasmo y orgullo, por lo que se clasifica como eufórico.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Eufórico,"El discurso motiva a los camaradas a actuar con entusiasmo y determinación frente a la tiranía, expresando un tono positivo y de inspiración que se alinea con la definición de emoción eufórica.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
Ambifórico,"El discurso presenta una mezcla de tonalidades: la emoción de determinación es positiva y motivadora, pero se expresa en el contexto de una lucha contra la tiranía, lo que introduce un matiz negativo. Por lo tanto, la emoción se caracteriza por una combinación de tonalidades positiva y negativa, lo que la clasifica como ambifórica.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),determinación
Eufórico,"El discurso evoca un llamado positivo y motivador a los camaradas, generando entusiasmo y esperanza frente a la tiranía. La emoción de inspiración se caracteriza por un tono alegre y de satisfacción ante la posibilidad de actuar, lo que corresponde a la categoría eufórica.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),inspiración
Eufórico,"La emoción de esperanza se asocia con un tono positivo y optimista, por lo que se clasifica como eufórico.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),esperanza
Disfórico,"La emoción identificada es indignación, la cual se caracteriza por un tono negativo y de malestar ante la acusación de ""tiranía rosista"". Según las heurísticas, las emociones negativas como la indignación se clasifican como disfórico.",DISCURSO_048_FR_028,Oposición política (la casta política) (contradestinatario),indignación
euforico,"El discurso evoca orgullo, una emoción positiva que se asocia con la admiración y la motivación para rendir al máximo. La frase destaca la memoria de un héroe como modelo a seguir, generando entusiasmo y satisfacción en la audiencia, lo que corresponde al carácter eufórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,orgullo
euforico,"La frase expresa un llamado a la motivación y al esfuerzo positivo, con expresiones como ""motive a dar lo mejor"" y un tono de entusiasmo y apoyo a la patria. Estas características indican una emoción de tono positivo, alegría o satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,motivación
Eufórico,"El discurso utiliza un tono motivador y positivo, describiendo la memoria como un modelo a seguir que inspira a dar lo mejor en el servicio a la patria. Este lenguaje de entusiasmo y aliento genera una emoción de inspiración, la cual se caracteriza por alegría, entusiasmo y satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_029,Partido político de Javier Milei y su base electoral,inspiración
euforico,"La frase expresa un sentimiento de orgullo y motivación positiva, resaltando la admiración por la memoria del héroe y su influencia como modelo a seguir. Este tono de entusiasmo y satisfacción se alinea con la categoría eufórica, ya que la emoción es claramente positiva y busca inspirar al público.",DISCURSO_048_FR_029,Público general argentino,orgullo
Eufórico,"El discurso invita a la audiencia a motivarse y dar lo mejor de sí en el servicio a la patria, lo cual genera entusiasmo, alegría y satisfacción. Estas cualidades corresponden a una tonalidad afectiva positiva, por lo que la emoción de inspiración se clasifica como eufórica.",DISCURSO_048_FR_029,Público general argentino,inspiración
euforico,"La emoción de orgullo se caracteriza por un tono positivo, alegría y satisfacción, por lo que se clasifica como eufórico.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Pride
euforico,"La frase expresa una confianza positiva y de respaldo hacia los oficiales, lo que implica un tono afectivo alegre y entusiasta. Este sentimiento de seguridad y respaldo se alinea con la categoría eufórica, que corresponde a emociones de tono positivo, alegría o satisfacción.",DISCURSO_048_FR_030,Partido político de Javier Milei y su base electoral,Confidence
Eufórico,"El discurso transmite una expectativa positiva y optimista, caracterizando la emoción de esperanza como eufórica.",DISCURSO_048_FR_030,Público general argentino,Hope
Eufórico,"El discurso transmite una sensación de confianza y seguridad en la institución militar y en el gobierno, expresada con tono positivo y de respaldo. La expresión ""la nación cuenta con ustedes"" refleja entusiasmo y satisfacción por la relación de confianza, lo que corresponde a la categoría eufórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_030,Público general argentino,Trust
disforico,"El escepticismo expresado en la frase refleja duda y desconfianza hacia la sinceridad de la declaración, lo que indica una tonalidad negativa y de malestar, caracterizando así una emoción disfórica.",DISCURSO_048_FR_030,Oposición política (la casta política),Skepticism
Afórico,"La emoción de indiferencia se caracteriza por la ausencia de una valoración emocional positiva o negativa clara; se percibe como una postura neutral frente al mensaje, por lo que corresponde al carácter fórico afórico.",DISCURSO_048_FR_030,Oposición política (la casta política),Indifference
Eufórico,"La emoción identificada es ""confianza"", la cual es una emoción positiva que transmite seguridad y optimismo. En el contexto del discurso, la frase ""ustedes pueden contar con la nación"" refuerza la idea de apoyo y respaldo, generando un tono de satisfacción y entusiasmo. Según las heurísticas, las emociones positivas que expresan alegría, entusiasmo o satisfacción se clasifican como eufórico, por lo que la confianza se interpreta como tal.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,confianza
euforico,"El mensaje ""ustedes pueden contar con la nación"" transmite una expectativa positiva y de respaldo, caracterizando una emoción de tono optimista y alentador. Este tipo de expresión se alinea con la definición de eufórico, que corresponde a emociones de alegría, entusiasmo o satisfacción, y por tanto se infiere que la esperanza expresada en el discurso tiene un carácter eufórico.",DISCURSO_048_FR_031,Partido político de Javier Milei y su base electoral,esperanza
Eufórico,"La expresión ""ustedes pueden contar con la nación"" transmite un tono de confianza y seguridad, que son emociones positivas y de satisfacción. En la clasificación propuesta, las emociones con tonalidad positiva, especialmente aquellas que implican alegría, entusiasmo o satisfacción, se clasifican como eufórico. Por lo tanto, la emoción de confianza identificada se considera eufórica.",DISCURSO_048_FR_031,Público general argentino,confianza
euforico,"El mensaje transmite seguridad al público de que la nación respalda a los oficiales, lo cual genera una sensación de confianza y tranquilidad, una tonalidad positiva que se alinea con la categoría eufórica.",DISCURSO_048_FR_031,Público general argentino,seguridad
Disfórico,"La emoción de inseguridad implica temor, incertidumbre y sensación de amenaza, lo que la posiciona dentro de la tonalidad afectiva negativa. Por lo tanto, se clasifica como disfórico.",DISCURSO_048_FR_031,Oposición política (la casta política),inseguridad
disforico,"El sentimiento de resentimiento es una emoción negativa que genera malestar y descontento, por lo que se clasifica como disfórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_031,Oposición política (la casta política),resentimiento
euforico,"El orgullo expresado al reconocer la contribución de las fuerzas armadas es una emoción positiva que transmite satisfacción y entusiasmo por los logros colectivos, lo que corresponde al carácter eufórico según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_032,Partido político de Javier Milei y su base electoral,orgullo
aforico,"El sentimiento de respeto expresado en la frase es positivo pero no implica alegría, entusiasmo ni satisfacción intensa. No hay indicios de malestar ni de una mezcla de tonalidades. Por lo tanto, la emoción se clasifica como afórica, es decir, neutra en cuanto a polaridad afectiva.",DISCURSO_048_FR_032,Público general argentino,respeto
euforico,"El orgullo expresado en el discurso se asocia con la satisfacción y el entusiasmo de ver la implementación de las políticas del partido, lo que indica un tono positivo y eufórico.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Disfórico,"La frase indica una responsabilidad pesada que genera preocupación y temor por la capacidad de cumplirla, lo que caracteriza una emoción de tono negativo y malestar, típico de la ansiedad.",DISCURSO_048_FR_033,Partido político de Javier Milei y su base electoral (prodestinatario),ansiedad
euforico,"La emoción de esperanza se percibe como positiva, generando optimismo y satisfacción ante la posibilidad de que la nueva generación reciba una educación en competencias y valores, lo que se alinea con la categoría eufórica.",DISCURSO_048_FR_033,Público general argentino (paradestinatario),esperanza
aforico,"La emoción de confianza se caracteriza por un tono positivo y tranquilizador, sin la intensidad de alegría extrema ni la presencia de malestar. Por lo tanto, se clasifica como afórica, ya que no muestra una polaridad claramente eufórica ni disfórica.",DISCURSO_048_FR_033,Público general argentino (paradestinatario),confianza
disforico,"La indignación es una emoción negativa que expresa descontento, enojo y malestar ante una situación percibida como injusta o indebida. En este caso, la oposición política siente indignación al considerar que se asigna una pesada responsabilidad a las fuerzas armadas, lo que genera una respuesta de desagrado y frustración. Por lo tanto, la emoción identificada se clasifica como disfórica.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),indignación
disforico,"El sentimiento de resentimiento implica una valoración negativa y de malestar hacia la oposición, lo que corresponde a la categoría de emoción disfórica según la ontología y las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_033,Oposición política (la casta política) (contradestinatario),resentimiento
euforico,El sentimiento de orgullo expresado en la frase es positivo y está asociado con la satisfacción y el entusiasmo de los hablantes al esperar que los graduados los hagan sentir orgullosos. Este tono claramente alegre y satisfactorio corresponde a la categoría eufórica.,DISCURSO_048_FR_034,Partido político de Javier Milei y su base electoral,orgullo
euforico,"El discurso expresa la esperanza de que los graduados hagan sentir orgullosos a los enunciadores, lo que indica una emoción positiva y de satisfacción. El orgullo, como emoción positiva, se alinea con la categoría eufórica según las heurísticas de tonalidad afectiva.",DISCURSO_048_FR_034,Público general argentino,orgullo
Eufórico,"El discurso expresa una expectativa positiva de que los graduados hagan sentir orgullo a los enunciadores, lo que refleja una emoción de satisfacción y entusiasmo típica de la categoría eufórica.",DISCURSO_048_FR_034,Oposición política (la casta política),orgullo
Eufórico,"La expresión de gratitud en el discurso refleja un tono positivo, de agradecimiento y satisfacción hacia el apoyo recibido. Este sentimiento de reconocimiento y aprecio se alinea con la categoría eufórica, que corresponde a emociones de alegría, entusiasmo o satisfacción.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),gratitud
euforico,"La expresión de agradecimiento a las familias de los oficiales refleja un sentimiento de orgullo y satisfacción por el respaldo permanente, lo cual se alinea con la tonalidad positiva y de alegría característicos de una emoción eufórica.",DISCURSO_048_FR_035,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),orgullo
Eufórico,"El discurso expresa gratitud y reconocimiento hacia los familiares, lo que genera un sentimiento de aprecio y satisfacción. La expresión de agradecimiento y el tono positivo indican una emoción de tono positivo, lo que corresponde a la categoría eufórica.",DISCURSO_048_FR_035,Público general argentino (tipo: paradestinatario),aprecio
euforico,"El discurso expresa deseos de felicidad y planificación positiva para el próximo año, lo que indica una tonalidad afectiva alegre y entusiasta, característica de la emoción eufórica.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),felicidad
Eufórico,"El discurso expresa un deseo positivo y entusiasta de una feliz Navidad y de planificar en grande para el próximo año, lo que refleja alegría, entusiasmo y satisfacción, características típicas de una emoción eufórica.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),optimismo
Eufórico,"El discurso expresa un deseo positivo y motivador: ""les deseo que tengan una feliz navidad y que planifiquen en grande para el próximo año."" La invitación a planificar en grande y el deseo de felicidad transmiten entusiasmo y satisfacción, lo que corresponde a una tonalidad eufórica según la ontología y las heurísticas de inferencia.",DISCURSO_048_FR_036,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
Eufórico,"El deseo de una feliz navidad y la invitación a planificar en grande transmiten alegría, entusiasmo y satisfacción, lo que corresponde a una emoción de tono positivo y, por tanto, a la categoría eufórica.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),felicidad
euforico,"La frase expresa un deseo positivo y optimista, deseando una feliz Navidad y animando a planificar en grande para el próximo año, lo que indica un tono alegre y entusiasta característico de la emoción eufórica.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),optimismo
Eufórico,"El discurso expresa un deseo positivo y alentador: ""les deseo que tengan una feliz navidad"" y ""planifiquen en grande para el próximo año"", lo cual refleja entusiasmo, alegría y satisfacción, características típicas de una emoción eufórica.",DISCURSO_048_FR_036,Público general argentino (paradestinatario),motivación
Eufórico,"El deseo de una feliz Navidad y la invitación a planificar en grande expresan alegría, entusiasmo y satisfacción, lo que corresponde a la tonalidad positiva y alegre caracterizada como eufórica.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),felicidad
Eufórico,"El discurso expresa un deseo positivo y entusiasta de una feliz Navidad y de planificar en grande para el próximo año, lo que indica una tonalidad afectiva alegre y optimista, característica de la emoción eufórica.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),optimismo
Eufórico,"El discurso expresa un deseo positivo y motivador, con tono de alegría y entusiasmo al desear una feliz Navidad y alentar a planificar en grande, lo que indica una emoción de tono positivo y satisfacción.",DISCURSO_048_FR_036,Oposición política (la casta política) (contradestinatario),motivación
Eufórico,"El discurso expresa una bendición divina y la presencia de fuerzas celestiales, lo cual transmite un tono positivo, de alegría y satisfacción que caracteriza la emoción de esperanza. Por tanto, la emoción se clasifica como eufórica.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,hope
Eufórico,"La frase expresa una invocación de bendición divina y la presencia de fuerzas celestiales, lo cual transmite esperanza, confianza y un sentimiento positivo hacia el futuro. Este tono de fe y optimismo se alinea con la categoría de emoción eufórica, caracterizada por alegría, entusiasmo o satisfacción.",DISCURSO_048_FR_037,Partido político de Javier Milei y su base electoral,faith
