intensidad,justificacion,recorte_id,experienciador,tipo_emocion
Alta,"El hablante expresa una confianza muy fuerte al afirmar ""no tengo duda"" y al proyectar que los graduados lograrán que todos los argentinos de bien estén orgullosos. La ausencia de matices de duda o cautela, junto con la afirmación directa de certeza, indica una emoción de alta intensidad.",DISCURSO_048_FR_017,Partido político de Javier Milei y su base electoral,confianza
Alta,"El discurso expresa una confianza plena y una promesa de que los graduados harán que todos los argentinos de bien se sientan orgullosos. El uso de frases como ""no tengo duda"" y la expectativa de que ""lograrán"" indica una emoción de orgullo fuertemente expresada y con alta intensidad.",DISCURSO_048_FR_017,Público general argentino,orgullo
Alta,"El hablante expresa una convicción firme al afirmar ""no tengo duda"" y al proyectar que los graduados lograrán que todos los argentinos de bien estén orgullosos. La combinación de certeza y la expectativa de un resultado positivo futuro indica una emoción de esperanza con fuerza y claridad, lo que la sitúa en el rango de alta intensidad.",DISCURSO_048_FR_017,Público general argentino,esperanza
Alta,"El hablante expresa una confianza muy fuerte al afirmar ""no tengo duda"" de que los graduados lograrán que todos los argentinos de bien estén orgullosos. La ausencia de dudas y la expectativa positiva indican una emoción intensamente expresada, lo que sugiere una alta intensidad de confianza.",DISCURSO_048_FR_017,Público general argentino,confianza
Baja,"El discurso menciona un ""momento histórico"" que da un significado especial a las acciones y compromisos, lo cual indica un sentimiento de orgullo, pero la expresión es moderada y no utiliza intensificadores ni un tono excesivamente exaltado. Por lo tanto, la intensidad de la emoción se infiere como baja.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,orgullo
Neutra/Ambivalente,"El discurso menciona un momento histórico con significado especial, lo que sugiere una expectativa positiva y esperanza. Sin embargo, la frase carece de adverbios intensificadores, verbos cargados de emoción o expresiones explícitas de entusiasmo. Se trata de una referencia formal y moderada al futuro, por lo que la intensidad de la emoción de esperanza se interpreta como neutra o ambivalente.",DISCURSO_048_FR_018,Partido político de Javier Milei y su base electoral,esperanza
Neutra/Ambivalente,"El discurso presenta una invitación a reflexionar sobre el contexto histórico sin usar adjetivos o verbos que intensifiquen la emoción de curiosidad. La expresión es moderada y no muestra un entusiasmo marcado, por lo que la intensidad se considera neutra o ambivalente.",DISCURSO_048_FR_018,Público general argentino,curiosidad
Neutra/Ambivalente,"El discurso emplea un tono formal y descriptivo sin adverbios o adjetivos que intensifiquen la emoción. La referencia al ""momento histórico"" y al ""significado especial"" sugiere una sensación de esperanza, pero la expresión es moderada y no lleva un énfasis fuerte que indique una emoción intensamente expresada. Por lo tanto, la intensidad se interpreta como neutra o ambivalente.",DISCURSO_048_FR_018,Público general argentino,esperanza
Baja,"El discurso presenta una afirmación reflexiva y neutral sin adjetivos, adverbios o verbos que intensifiquen la emoción de escepticismo. La frase se limita a describir un momento histórico y su significado, sin usar lenguaje cargado o expresiones de duda intensa. Por lo tanto, la intensidad del escepticismo inferida es baja.",DISCURSO_048_FR_018,Oposición política (la casta política),escepticismo
Baja,"El discurso presenta la idea de un momento histórico con un tono formal y descriptivo, sin usar adjetivos intensos, adverbios de fuerza ni verbos que indiquen sorpresa o asombro. La expresión de incredulidad por parte de la oposición se infiere de la interpretación del presidente, pero el propio texto no muestra una manifestación emocional fuerte, lo que sugiere una intensidad baja.",DISCURSO_048_FR_018,Oposición política (la casta política),incredulidad
Alta,"El discurso destaca el esfuerzo colectivo y el logro de revertir una realidad miserable impuesta por la casta política, lo que sugiere un orgullo fuerte y decidido. La referencia a un proceso sostenido a lo largo del año y la afirmación de haber comenzado a revertir la situación refuerzan la intensidad alta de la emoción.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Baja,"La frase expresa esperanza al indicar que el proceso de reversión está en marcha, pero no utiliza adverbios ni expresiones intensificadoras que sugieran un sentimiento de esperanza muy fuerte. El tono es positivo y optimista, pero moderado, lo que sugiere una intensidad baja de la emoción.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),esperanza
Baja,"El discurso expresa una satisfacción moderada al reconocer que se ha empezado a revertir una realidad miserable, sin usar adjetivos o verbos intensamente emotivos. La expresión es más de reconocimiento y optimismo leve que de euforia o exaltación, lo que indica una intensidad baja de la emoción.",DISCURSO_048_FR_019,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
Baja,"El discurso expresa esperanza al afirmar que la realidad miserable está siendo revertida, pero lo hace de manera moderada y sin intensificadores emocionales fuertes (no hay exclamaciones, adverbios de intensidad ni lenguaje hiperbolico). La referencia a ""con esfuerzo"" y a un proceso que ""hemos comenzado"" sugiere un progreso gradual, lo que indica una emoción de esperanza leve o sutil, por lo que la intensidad se clasifica como baja.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),esperanza
Alta,"El discurso menciona la reversión de una realidad miserable tras mucho tiempo, lo que genera un alivio significativo. La expresión de progreso y esfuerzo sugiere una emoción intensamente expresada.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),alivio
Baja,"El discurso reconoce el esfuerzo colectivo y la reversión de una realidad miserable, lo que genera orgullo, pero la expresión es moderada y no utiliza adjetivos o verbos de alta intensidad (por ejemplo, no se emplean términos como ""increíblemente"", ""excepcionalmente"" o exclamaciones). Por lo tanto, la emoción de orgullo se percibe como leve a moderada, lo que corresponde a la categoría de baja intensidad.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),orgullo
Alta,"El discurso emplea términos fuertes como ""miserable"" y ""impuso"", además de la referencia a ""por demasiado tiempo"", lo que indica una crítica contundente y una indignación dirigida a la casta política. La combinación de lenguaje negativo y la acusación directa sugiere una expresión de ira con alta intensidad, típica de un discurso que busca movilizar y provocar indignación en la audiencia.",DISCURSO_048_FR_019,Público general argentino (paradestinatario),ira
Alta,"El discurso emplea un lenguaje acusatorio y despectivo al referirse a la ""casta política"" como la responsable de imponer una ""realidad miserable"" durante mucho tiempo. El uso de términos fuertes como ""impuso"" y ""miserable"" indica una expresión de ira intensa dirigida al grupo opositor. Además, la frase no muestra moderación ni ambivalencia, lo que sugiere una emoción de alta intensidad.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),ira
Alta,"El discurso expresa frustración hacia la casta política por haber impuesto una realidad miserable durante mucho tiempo. El uso de términos como ""miserable"" y la referencia a un periodo prolongado indican una emoción intensamente dirigida contra la situación percibida, lo que sugiere una intensidad alta.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),frustración
Alta,"El discurso emplea un tono acusatorio y crítico, con el adjetivo ""miserable"" y el verbo de imposición ""impuso"", indicando una fuerte sensación de injusticia. La expresión ""por demasiado tiempo"" refuerza la duración de la injusticia, intensificando la indignación. Por tanto, la intensidad se interpreta como alta.",DISCURSO_048_FR_019,Oposición política (la casta política) (contradestinatario),indignación
Alta,"El discurso emplea calificativos fuertes como ""nefastos"" y describe una ruptura profunda entre la política y las fuerzas armadas, lo que genera indignación intensa hacia la casta. No se presentan atenuantes ni matices que reduzcan la fuerza del sentimiento, por lo que la emoción se percibe con alta intensidad.",DISCURSO_048_FR_020,Partido político de Javier Milei y su base electoral (prodestinatario),indignación
Alta,"El discurso emplea calificativos fuertes como ""nefastos"" y describe una ruptura profunda entre la política y las fuerzas armadas, lo que genera una crítica directa y contundente hacia la casta. La combinación de un lenguaje cargado de condena y la referencia a la relación con las fuerzas armadas, consideradas ""queridas"", intensifica la sensación de indignación, indicando una emoción de alta intensidad.",DISCURSO_048_FR_020,Público general argentino (paradestinatario),indignación
Baja,"El discurso presenta una acusación de fracturar la relación entre política y fuerzas armadas sin el uso de adverbios o expresiones intensificadoras, indicando una expresión de ira moderada y no extremadamente intensa.",DISCURSO_048_FR_020,Oposición política (la casta política) (contradestinatario),ira
Alta,"El discurso emplea términos fuertes como ""desprestigiar"", ""diferenciar"" y la referencia a ""años valiosos"" perdidos, lo que indica una indignación intensa y claramente expresada contra la casta política. La crítica directa y la acusación de haber causado pérdidas significativas en el desarrollo militar refuerzan la intensidad alta de la emoción.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Indignación
Alta,"La frase expresa una acusación directa de desprestigio y la pérdida de años valiosos en el desarrollo militar, lo cual genera una reacción emocional intensa de ira. El uso de términos como ""perder años valiosos"" y la crítica a quienes se dedicaron a desprestigiar refuerza la intensidad de la emoción, indicando una respuesta emocional fuerte y claramente expresada.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Ira
Alta,"La frase menciona la pérdida de ""años valiosos"" y la crítica a quienes se dedicaron a desprestigiar, lo que indica una frustración intensa y directa hacia la situación descrita.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Frustración
Alta,"El discurso expresa una fuerte desilusión al señalar que, tras décadas de promesas de soberanía, los mismos actores se dedicaron a desprestigiar y diferenciar a las fuerzas, resultando en la pérdida de años valiosos para el desarrollo militar. La referencia a la pérdida de tiempo y recursos críticos, junto con la crítica directa a los responsables, indica una emoción intensamente expresada y percibida como de alta intensidad.",DISCURSO_048_FR_021,Partido político de Javier Milei y su base electoral,Desilusión
Alta,"El discurso utiliza un lenguaje fuerte y acusatorio, señalando una larga trayectoria de desprestigio y discriminación que ha causado pérdidas significativas. La acusación directa a la “casta política” y la referencia a años valiosos perdidos generan una reacción emocional intensa, típica de la indignación con alta intensidad.",DISCURSO_048_FR_021,Público general argentino,Indignación
Alta,"El discurso expresa una fuerte acusación de desprestigio y la pérdida de años valiosos en el desarrollo militar, lo que indica una reacción emocional intensa y enfática típica de la ira alta. La crítica directa y la referencia a consecuencias negativas amplifican la intensidad del sentimiento. ",DISCURSO_048_FR_021,Público general argentino,Ira
Baja,"El discurso expresa frustración por la pérdida de años de desarrollo, pero lo hace de manera relativamente objetiva y sin intensificadores emocionales fuertes (adjetivos o adverbios que aumenten la carga emotiva). La expresión es más bien una observación crítica que una manifestación intensa de frustración, lo que sugiere una intensidad baja.",DISCURSO_048_FR_021,Público general argentino,Frustración
Alta,"El discurso expresa una fuerte sensación de desilusión al señalar que, durante décadas, los mismos que proclamaban soberanía terminaron desprestigiar y diferenciar a las fuerzas, provocando la pérdida de años valiosos en el desarrollo militar. La referencia a la pérdida de tiempo y recursos, junto con la crítica directa a la falta de coherencia entre las promesas y las acciones, indica una emoción intensamente expresada y percibida como significativa por el público general argentino.",DISCURSO_048_FR_021,Público general argentino,Desilusión
Baja,"El uso de ""por suerte"" indica alivio, pero la expresión es moderada y no se acompaña de intensificadores fuertes; por lo tanto, la emoción de alivio se percibe como leve o sutil.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),alivio
Alta,"El discurso utiliza expresiones fuertes como ""lo más valioso"" y la frase ""por suerte"", que subrayan la importancia y la preservación del afecto hacia las fuerzas armadas. Estas palabras refuerzan un sentimiento de orgullo intenso y no apenas leve, indicando una emoción fuertemente expresada.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Baja,"El discurso expresa satisfacción de forma moderada, usando la expresión ""por suerte"" que indica alivio y alivio leve, sin adjetivos intensos ni verbos que sugieran una emoción muy fuerte. Por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_022,Partido político de Javier Milei y su base electoral (prodestinatario),satisfacción
Baja,"El discurso ofrece una reconfortación leve, usando la expresión moderada ""por suerte"" y sin intensificadores emocionales fuertes, lo que indica una sensación de alivio y seguridad de carácter moderado.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),reconfort
Baja,"El discurso expresa esperanza de forma moderada, usando la frase 'por suerte' y sin intensificadores fuertes. La referencia al afecto persistente sugiere una emoción leve o sutil, por lo que la intensidad se clasifica como baja.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),esperanza
Baja,"El discurso expresa orgullo de manera moderada, sin adjetivos intensificadores ni exclamaciones fuertes. La frase indica que el afecto persistente de la sociedad por las fuerzas armadas sigue intacto, pero lo hace de forma tranquila y sin énfasis dramático, lo que sugiere una intensidad baja de la emoción de orgullo.",DISCURSO_048_FR_022,Público general argentino (paradestinatario),orgullo
Baja,"La expresión de decepción en el discurso es leve, sin intensificadores fuertes ni adverbios que aumenten su fuerza. El uso de ""por suerte"" sugiere una ligera mitigación del sentimiento, indicando que la emoción es moderada y no intensamente expresada.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),decepción
Baja,"La frustración se manifiesta de forma moderada, ya que el hablante solo menciona que la oposición no logró su objetivo, sin usar adjetivos intensos ni un tono vehemente. La presencia de la expresión ""por suerte"" sugiere un leve alivio que atenuar la intensidad de la emoción, lo que indica una frustración de carácter leve o sutil.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),frustración
Baja,"El discurso menciona la vergüenza de forma indirecta y sin intensificadores fuertes; la frase utiliza la expresión ""por suerte"" que indica alivio más que una profunda sensación de vergüenza. En conjunto, la emoción se percibe como leve o sutil, lo que corresponde a una intensidad baja.",DISCURSO_048_FR_022,Oposición política (la casta política) (contradestinatario),vergüenza
Alta,"El discurso utiliza verbos activos y afirmaciones contundentes como ""dando vuelta"", ""comenzamos a escribir una nueva"" y la expresión de ""respeto y reconocimiento que se merecen"", lo que indica una manifestación fuerte de orgullo. La combinación de un tono celebratorio y la referencia a un cambio histórico refuerza la intensidad emocional, situándola en el rango de alta.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Orgullo
Neutra/Ambivalente,"El discurso expresa esperanza al afirmar que se está ""dando vuelta"" a una página triste y escribiendo una nueva, pero no emplea adverbios ni verbos intensificadores que indiquen una emoción muy fuerte. La expresión es optimista y positiva, pero de tono moderado, lo que sugiere una intensidad neutra o ambivalente.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Esperanza
Alta,"El discurso emplea verbos activos y metáforas fuertes como ""dando vuelta"" y ""escribiendo una nueva"", junto con la promesa de reconocimiento y respeto, lo que indica una expresión de optimismo con un tono motivador y enérgico típico de un mensaje político de alta intensidad.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Optimismo
Alta,"El discurso expresa una satisfacción fuerte y activa al afirmar que están ""dando vuelta esta triste página"" y ""comenzamos a escribir una nueva"", lo que implica un cambio positivo y un reconocimiento de mérito. El uso de verbos en presente progresivo y la afirmación de que las fuerzas ""tienen el respeto y el reconocimiento que se merecen"" refuerza la idea de orgullo y satisfacción intensa, típica de un tono político de celebración. Por lo tanto, la intensidad de la emoción identificada se clasifica como alta.",DISCURSO_048_FR_023,Partido político de Javier Milei y su base electoral (tipo: prodestinatario),Satisfacción
Alta,"El discurso expresa un nuevo comienzo y la superación de una página triste, con verbos activos como ""dando vuelta"" y ""comenzamos a escribir"", y la afirmación de que las fuerzas reciben el respeto y reconocimiento que merecen. Estas expresiones de renovación y reconocimiento generan una sensación de esperanza fuerte y clara, lo que indica una intensidad alta de la emoción.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Esperanza
Alta,"El discurso emplea verbos activos y positivos como ""dando vuelta"" y ""comenzamos a escribir"", junto con la afirmación de que las fuerzas del público reciben ""respeto y reconocimiento"". La combinación de un giro de página triste a una nueva esperanzadora, junto con la promesa de reconocimiento, indica un tono optimista fuerte y claramente expresado, lo que sugiere una intensidad alta de la emoción.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Optimismo
Baja,"El discurso expresa orgullo de manera moderada, sin adverbios intensificadores ni exclamaciones, simplemente afirmando la acción de dar vuelta a una página triste y el reconocimiento merecido, lo que indica una intensidad baja.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Orgullo
Alta,"El discurso utiliza verbos activos y afirmaciones positivas como ""dando vuelta"", ""comenzamos a escribir una nueva"" y la afirmación de que las fuerzas reciben ""el respeto y el reconocimiento que se merecen"", lo que indica una expresión fuerte de satisfacción. La combinación de un tono optimista y la referencia a un cambio histórico positivo sugiere una emoción intensamente expresada, por lo que se clasifica como alta intensidad.",DISCURSO_048_FR_023,Público general argentino (tipo: paradestinatario),Satisfacción
Alta,"El discurso expresa una fuerte crítica hacia la casta política, usando expresiones como ""dando vuelta esta triste página"" y la afirmación de que las fuerzas merecen respeto y reconocimiento. La combinación de un tono de denuncia, la intención de reescribir la historia y la referencia a la injusticia percibida indica una indignación intensa y activa, lo que sugiere una intensidad alta.",DISCURSO_048_FR_023,Oposición política (la casta política) (tipo: contradestinatario),Indignación
Baja,"La frase ""estamos reconciliando las fuerzas armadas con la política"" es una declaración de acción sin adverbios, intensificadores ni expresiones de entusiasmo explícito. No se percibe un énfasis fuerte ni un tono exaltado que sugiera una emoción de gran intensidad. Por lo tanto, la emoción de orgullo que se infiere de esta frase se considera de intensidad baja.",DISCURSO_048_FR_024,prodestinatario,orgullo
Baja,"El discurso menciona la reconciliación de manera neutral, sin adverbios o verbos intensificados que indiquen una emoción fuerte. La expresión de esperanza se presenta como una expectativa futura sin énfasis dramático, lo que sugiere una intensidad baja.",DISCURSO_048_FR_024,prodestinatario,esperanza
Baja,"El discurso presenta la reconciliación de las fuerzas armadas con la política como un hecho sin adverbios ni intensificadores que sugieran una emoción fuerte. La referencia a la seguridad se menciona de manera funcional y moderada, indicando una sensación de estabilidad percibida pero sin énfasis emocional intenso. Por lo tanto, la intensidad de la emoción de seguridad se infiere como baja.",DISCURSO_048_FR_024,prodestinatario,seguridad
Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa sin adverbios, adjetivos ni verbos que intensifiquen la emoción de seguridad. No se percibe un tono apasionado ni una expresión fuerte; por lo tanto, la intensidad de la emoción identificada se considera baja.",DISCURSO_048_FR_024,paradestinatario,seguridad
Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" es una declaración informativa y procesal sin adjetivos ni verbos que intensifiquen la emoción de confianza. No se emplean expresiones de entusiasmo, urgencia o pasión que sugieran una confianza fuerte; por tanto, la emoción identificada se percibe como leve o moderada, lo que corresponde a una intensidad baja.",DISCURSO_048_FR_024,paradestinatario,confianza
Baja,"El enunciado ""estamos reconciliando las fuerzas armadas con la política"" carece de adverbios, intensificadores o expresiones verbales que indiquen una emoción fuerte. La frase es una declaración informativa y, aunque el contexto sugiere que la oposición siente indignación, la expresión en sí no refleja una manifestación intensa de esa emoción. Por lo tanto, la intensidad se infiere como baja.",DISCURSO_048_FR_024,contradestinatario,indignación
Alta,"El miedo expresado por la oposición ante la posible alteración del equilibrio de poder suele considerarse una emoción de alta intensidad. La frase en sí es neutral, pero el contexto indica una preocupación significativa, lo que sugiere una intensidad alta.",DISCURSO_048_FR_024,contradestinatario,miedo
Baja,"El discurso no contiene adverbios, verbos intensos ni expresiones que indiquen una carga emocional fuerte; la frase es declarativa y neutral, por lo que la intensidad del resentimiento se infiere como baja.",DISCURSO_048_FR_024,contradestinatario,resentimiento
Baja,"El discurso expresa orgullo de manera moderada y respaldada por argumentos institucionales, sin recurrir a adjetivos o adverbios que intensifiquen la emoción. La referencia al legado y al acompañamiento del gobierno se presenta de forma afirmativa pero sin exageración, lo que indica una intensidad baja del sentimiento de orgullo.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,orgullo
Alta,"El discurso presenta una promesa concreta de acompañamiento y apoyo futuro, con frases como ""contarán con un gobierno que los acompañará y hará todo lo que esté a su alcance"" y la expectativa de ""algo inédito"". El uso de verbos de acción y la referencia a un legado positivo generan una expectativa de cambio favorable, lo que caracteriza una expresión de esperanza con fuerza y convicción, típica de una intensidad alta.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,esperanza
Alta,"El discurso presenta una promesa fuerte y explícita de apoyo gubernamental, con frases como ""haciendo todo lo que esté a su alcance"" y ""los acompañará"", lo que indica un nivel elevado de confianza expresada hacia la audiencia.",DISCURSO_048_FR_025,Partido político de Javier Milei y su base electoral,confianza
Alta,"El discurso utiliza expresiones de compromiso fuerte como ""hará todo lo que esté a su alcance"" y destaca la continuidad del legado histórico, lo que sugiere una expresión intensa de esperanza y apoyo hacia el público.",DISCURSO_048_FR_025,Público general argentino,esperanza
Alta,"El discurso emplea expresiones fuertes como ""significado particular"", ""inédito"", y promesas de apoyo gubernamental, además de aludir a figuras históricas nacionales (Roca y San Martín). Estas características indican una manifestación intensa de orgullo nacional, por lo que la intensidad se clasifica como alta.",DISCURSO_048_FR_025,Público general argentino,orgullo
Alta,"El discurso utiliza verbos fuertes y promesas explícitas de apoyo gubernamental (“contarán con un gobierno que los acompañará y hará todo lo que esté a su alcance”), lo que indica una expresión de confianza intensa. Además, la referencia a “jerarquizar las tres fuerzas” y “honrar el legado” refuerza la convicción y el compromiso, caracterizando una emoción de confianza con alta intensidad.",DISCURSO_048_FR_025,Público general argentino,confianza
Baja,"El discurso utiliza un tono formal y no expresa directamente la emoción de resentimiento, sino que sugiere una exclusión percibida por la oposición, lo que indica una intensidad leve de resentimiento.",DISCURSO_048_FR_025,Oposición política (la casta política),resentimiento
Baja,"El discurso no contiene expresiones intensas de frustración ni adverbios que aumenten la carga emocional; la frustración se infiere de la situación política descrita, lo que sugiere una emoción leve o sutil.",DISCURSO_048_FR_025,Oposición política (la casta política),frustración
Alta,"El discurso utiliza un lenguaje cargado de propaganda y exaltación del gobierno, lo que, en el contexto de la oposición política, suele generar una indignación intensa. La referencia a un legado histórico y la promesa de jerarquizar las fuerzas sugiere una crítica directa a la oposición, lo que provoca una reacción emocional fuerte y no apenas sutil. Por lo tanto, la intensidad de la indignación se infiere como alta.",DISCURSO_048_FR_025,Oposición política (la casta política),indignación
Alta,"El discurso utiliza expresiones como ""como nunca antes"" y enfatiza la necesidad de actuar con coraje, decisión y responsabilidad frente a los desafíos nacionales, lo que sugiere una expresión fuerte y motivadora de orgullo. La combinación de un tono exigente y la llamada a la acción refuerza la intensidad de la emoción de orgullo en el contexto político.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,orgullo
Alta,"El discurso utiliza verbos imperativos y palabras de alta carga emocional como ""exigirá"", ""coraje"", ""decisión"" y ""responsabilidad"", además de un llamado urgente a la acción frente a los desafíos nacionales, lo que indica una emoción motivacional de alta intensidad.",DISCURSO_048_FR_026,Partido político de Javier Milei y su base electoral,motivación
Alta,"El discurso emplea verbos de exigencia y sustantivos cargados de urgencia (“exigirá”, “desafíos”, “coraje, decisión y responsabilidad”), lo que indica una apelación fuerte y motivadora al público. La combinación de un llamado a la acción con la idea de que la patria necesita estar preparada sugiere una emoción intensamente expresada, típica de la inspiración con alta intensidad.",DISCURSO_048_FR_026,Público general argentino,inspiración
Alta,"El discurso utiliza expresiones de urgencia y exigencia (“exigirá como nunca antes”, “desafíos que atraviesa nuestra patria”) y llama a la acción con coraje, decisión y responsabilidad, lo que indica una emoción de responsabilidad expresada con fuerza y alta intensidad.",DISCURSO_048_FR_026,Público general argentino,responsabilidad
Alta,"La frase ""exigirá como nunca antes"" y la exhortación a actuar con coraje, decisión y responsabilidad indican una presión fuerte y directa sobre el público, lo que sugiere una emoción de alta intensidad.",DISCURSO_048_FR_026,Público general argentino,presión
Alta,"El discurso presenta una exigencia fuerte y repetitiva (“exigirá como nunca antes”), lo que sugiere una reacción emocional intensa. La indignación de la oposición se percibe como una respuesta fuerte ante la percepción de sobreposición de poder, lo que indica una intensidad alta.",DISCURSO_048_FR_026,Oposición política (la casta política),indignación
Alta,El discurso presenta una exigencia fuerte y directa (“exigirá como nunca antes”) que refleja una frustración intensa por la imposición de nuevas demandas sin espacio para la crítica. La combinación de verbos de imposición y la referencia a la preparación y responsabilidad de cada quien indica una emoción de frustración con alta intensidad.,DISCURSO_048_FR_026,Oposición política (la casta política),frustración
Alta,"El discurso hace referencia directa a la batalla de Caseros, un símbolo histórico de valor y sacrificio nacional. Al situar la audiencia en el lugar de ese acontecimiento, se evoca un sentimiento de orgullo nacional que suele ser intenso y profundamente arraigado. La mención de los 172 años de historia añade un tono de reverencia y celebración que refuerza la intensidad de la emoción de orgullo. Por lo tanto, la intensidad se clasifica como alta.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Baja,"El discurso menciona la batalla de Caseros de forma factual y sin adverbios ni verbos que intensifiquen la emoción. La referencia histórica genera reverencia, pero la expresión es moderada y no se percibe un énfasis emocional fuerte, lo que sugiere una intensidad baja.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),reverencia
Baja,"El discurso menciona la batalla de Caseros hace 172 años sin usar adjetivos, adverbios o verbos que intensifiquen la emoción. La referencia histórica genera nostalgia, pero la expresión es moderada y no intensamente evocadora, por lo que se infiere una intensidad baja.",DISCURSO_048_FR_027,Partido político de Javier Milei y su base electoral (prodestinatario),nostalgia
Alta,"El discurso alude a la batalla de Caseros, un hito histórico de gran relevancia nacional, y menciona que ocurrió hace 172 años, lo que provoca una fuerte resonancia emocional en la audiencia argentina. La referencia a un evento tan emblemático y la invitación a recordar su importancia generan un sentimiento de orgullo intenso y palpable.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),orgullo
Alta,"La referencia al sitio histórico y la mención de la batalla de Caseros hace 172 años evocan un sentimiento de reverencia profundo y respetuoso, lo que sugiere una intensidad alta.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),reverencia
Baja,"El discurso menciona un hecho histórico de 172 años sin usar adjetivos o verbos que intensifiquen la emoción. La referencia a la batalla de Caseros se presenta de forma factual y con un tono neutro, lo que sugiere una nostalgia leve y no intensamente expresada.",DISCURSO_048_FR_027,Público general argentino (paradestinatario),nostalgia
Alta,"El discurso menciona la histórica batalla de Caseros y la presencia en ese lugar hace 172 años, lo que sugiere una fuerte carga emotiva y una crítica directa a la oposición política. La referencia a la relación entre el Estado y las Fuerzas Armadas y la restauración del respeto implica una acusación percibida como una amenaza a la posición de la oposición, lo que intensifica la indignación expresada. Por lo tanto, la intensidad de la emoción identificada se infiere como alta.",DISCURSO_048_FR_027,Oposición política (la casta política) (contradestinatario),indignación
Alta,"El discurso utiliza un lenguaje exaltador y motivador, llamando a los camaradas a estar a la altura de un ""llamado histórico"" y a prevalecer contra la ""tiranía rosista"", lo que sugiere una expresión fuerte de orgullo y una intención de inspirar orgullo intenso en la audiencia.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),orgullo
Alta,"El discurso utiliza un lenguaje fuerte y evocador, con expresiones como ""llamado histórico"" y ""prevalecer contra la tiranía rosista"", que buscan inspirar y movilizar a los oyentes. La combinación de imperativos y la referencia a una causa trascendental indica una emoción motivacional de alta intensidad.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),motivación
Alta,"El discurso utiliza verbos imperativos y expresiones de urgencia como ""tuvieron que estar a la altura"" y ""prevalecer"", junto con un llamado histórico y la referencia a la ""tiranía rosista"", lo que sugiere una exhortación intensa y motivadora que busca generar una fuerte determinación entre los oyentes.",DISCURSO_048_FR_028,Partido político de Javier Milei y su base electoral (prodestinatario),determinación
Alta,"El discurso utiliza un lenguaje fuerte y directo, con verbos imperativos como ""tuvieron que estar"" y una referencia a un ""llamado histórico"", lo que sugiere una apelación intensa y motivadora. La combinación de la palabra ""prevalecer"" y la acusación de ""tiranía rosista"" refuerza la urgencia y la pasión del mensaje, indicando una emoción de inspiración de alta intensidad.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),inspiración
Alta,"El discurso utiliza un lenguaje fuerte y motivador, con verbos como ""prevalecer"" y la referencia a un ""llamado histórico"", lo que sugiere una expresión intensa de esperanza y determinación. La combinación de un llamado a la acción y la promesa de superar la tiranía rosista indica una emoción de alta intensidad.",DISCURSO_048_FR_028,Público general argentino (paradestinatario),esperanza
